account_id,account_number_masked,bank_name,branch_id,account_type,holder_person_id,opening_date,closing_date,account_status,kyc_status,city,risk_flag,source
ACC001107,XXXX74781107,SYNTH_UNION_BANK,BR003,Savings,P002738,2022-06-17,,Active,Verified,Pune,false,SYNTH_LEGACY_BANK
ACC001108,XXXX98181108,SYNTH_METRO_BANK,BR006,Savings,P002998,2022-03-18,2026-03-08,Closed,Verified,Pune,false,SYNTH_BANK_CORE
ACC001109,XXXX58941109,SYNTH_REGIONAL_BANK,BR007,Business,P005522,2021-02-20,,Active,Pending,Pune,false,SYNTH_FINANCE_DB
ACC001110,XXXX57471110,SYNTH_UNION_BANK,BR003,Savings,P002753,2012-05-31,,Frozen,Verified,Pune,true,SYNTH_FINANCE_DB
ACC001111,XXXX54941111,SYNTH_NATIONAL_BANK,BR002,Savings,P003175,2024-08-17,,Active,Expired,Pune,true,SYNTH_LEGACY_BANK
ACC001112,XXXX54301112,SYNTH_COOPERATIVE_BANK,BR005,Salary,P001141,2023-08-15,,Dormant,Expired,Pune,true,SYNTH_FINANCE_DB
ACC001113,XXXX39341113,SYNTH_CITY_BANK,BR004,Savings,P006323,2022-10-27,,Active,Verified,Pune,false,SYNTH_BANK_CORE
ACC001114,XXXX49051114,SYNTH_COMMERCIAL_BANK,BR008,Savings,P004737,2013-03-20,,Active,Verified,Pune,false,SYNTH_BANK_CORE
ACC001115,XXXX57861115,SYNTH_METRO_BANK,BR006,Current,P006428,2012-12-29,,Active,Verified,Pune,false,SYNTH_BANK_CORE
ACC001116,XXXX79141116,SYNTH_COMMERCIAL_BANK,BR008,Business,P005113,2013-03-16,,Active,Verified,Pune,false,SYNTH_BANK_CORE
ACC001117,XXXX12351117,SYNTH_COOPERATIVE_BANK,BR005,Savings,P000156,2025-09-01,2026-08-27,Closed,Verified,Pune,false,SYNTH_BANK_CORE
ACC001118,XXXX56481118,SYNTH_UNION_BANK,BR003,Savings,P004859,2014-08-03,,Active,Verified,Pune,false,SYNTH_FINANCE_DB
ACC001119,XXXX79561119,SYNTH_NATIONAL_BANK,BR002,Salary,P006609,2013-11-21,,Active,Verified,Pune,false,SYNTH_BANK_CORE
ACC001120,XXXX53891120,SYNTH_NATIONAL_BANK,BR002,Savings,P006937,2021-09-12,,Active,Verified,Pune,false,SYNTH_FINANCE_DB
ACC001121,XXXX14731121,SYNTH_UNION_BANK,BR003,Business,P002303,2025-11-04,2026-06-08,Closed,Expired,Pune,true,SYNTH_LEGACY_BANK
ACC001122,XXXX57051122,SYNTH_UNION_BANK,BR003,Savings,P003000,2019-10-14,,Active,Pending,Pune,false,SYNTH_BANK_CORE
ACC001123,XXXX92071123,SYNTH_METRO_BANK,BR006,Current,P001022,2015-12-28,,Active,Verified,Pune,false,SYNTH_FINANCE_DB
ACC001124,XXXX24441124,SYNTH_NATIONAL_BANK,BR002,Savings,P000777,2016-04-17,,Dormant,Verified,Pune,false,SYNTH_FINANCE_DB
ACC001125,XXXX72231125,SYNTH_COMMERCIAL_BANK,BR008,Savings,P005421,2020-10-06,2022-11-17,Closed,Verified,Pune,false,SYNTH_BANK_CORE
ACC001126,XXXX31111126,SYNTH_COMMERCIAL_BANK,BR008,Savings,P000553,2015-02-06,2016-08-23,Closed,Verified,Pune,false,SYNTH_FINANCE_DB
ACC001127,XXXX86031127,SYNTH_REGIONAL_BANK,BR007,Savings,P000531,2015-04-23,,Active,Pending,Pune,false,SYNTH_LEGACY_BANK
ACC001128,XXXX17011128,SYNTH_REGIONAL_BANK,BR007,Current,P002230,2021-12-10,,Dormant,Verified,Pune,false,SYNTH_KYC_DB
ACC001129,XXXX67931129,SYNTH_REGIONAL_BANK,BR007,Current,P001562,2012-11-08,,Active,Verified,Pune,false,SYNTH_FINANCE_DB
ACC001130,XXXX80101130,SYNTH_STATE_BANK,BR001,Current,P002183,2023-12-22,,Dormant,Pending,Pune,false,SYNTH_LEGACY_BANK
ACC001131,XXXX61611131,SYNTH_NATIONAL_BANK,BR002,Current,P003095,2021-01-16,,Active,Verified,Pune,false,SYNTH_LEGACY_BANK
ACC001132,XXXX48951132,SYNTH_REGIONAL_BANK,BR007,Savings,P003931,2021-06-18,,Active,Verified,Pune,false,SYNTH_KYC_DB
ACC001133,XXXX12801133,SYNTH_NATIONAL_BANK,BR002,Savings,P006782,2026-07-24,,Active,Pending,Pune,false,SYNTH_BANK_CORE
ACC001134,XXXX16431134,SYNTH_COOPERATIVE_BANK,BR005,Salary,P000275,2016-02-09,,Active,Verified,Pune,false,SYNTH_LEGACY_BANK
ACC001135,XXXX49041135,SYNTH_REGIONAL_BANK,BR007,Savings,P006288,2014-05-03,,Frozen,Expired,Pune,true,SYNTH_BANK_CORE
ACC001136,XXXX57351136,SYNTH_COOPERATIVE_BANK,BR005,Savings,P004054,2021-04-17,,Frozen,Verified,Pune,true,SYNTH_LEGACY_BANK
ACC001137,XXXX47601137,SYNTH_COOPERATIVE_BANK,BR005,Current,P005786,2021-12-07,,Dormant,Pending,Pune,true,SYNTH_BANK_CORE
ACC001138,XXXX94271138,SYNTH_UNION_BANK,BR003,Savings,P003267,2019-08-27,,Active,Verified,Pune,false,SYNTH_FINANCE_DB
ACC001139,XXXX78691139,SYNTH_STATE_BANK,BR001,Current,P002116,2015-07-03,,Active,Verified,Pune,false,SYNTH_BANK_CORE
ACC001140,XXXX53831140,SYNTH_COMMERCIAL_BANK,BR008,Savings,P003385,2018-04-05,,Active,Pending,Pune,false,SYNTH_FINANCE_DB
ACC001141,XXXX41641141,SYNTH_COOPERATIVE_BANK,BR005,Business,P006892,2016-03-20,,Active,Verified,Pune,false,SYNTH_KYC_DB
ACC001142,XXXX92331142,SYNTH_REGIONAL_BANK,BR007,Savings,P001558,2024-11-10,,Active,Pending,Pune,false,SYNTH_BANK_CORE
ACC001143,XXXX14071143,SYNTH_UNION_BANK,BR003,Savings,P002299,2022-11-12,,Active,Verified,Pune,false,SYNTH_LEGACY_BANK
ACC001144,XXXX36251144,SYNTH_NATIONAL_BANK,BR002,Savings,P001276,2025-11-13,,Dormant,Verified,Pune,false,SYNTH_KYC_DB
ACC001145,XXXX35351145,SYNTH_REGIONAL_BANK,BR007,Savings,P004611,2020-08-03,,Active,Expired,Pune,true,SYNTH_BANK_CORE
ACC001146,XXXX67221146,SYNTH_UNION_BANK,BR003,Joint,P002606,2017-03-18,2019-07-19,Closed,Verified,Pune,false,SYNTH_FINANCE_DB
ACC001147,XXXX86231147,SYNTH_NATIONAL_BANK,BR002,Savings,P002692,2026-03-15,,Active,Verified,Pune,false,SYNTH_KYC_DB
ACC001148,XXXX60581148,SYNTH_COMMERCIAL_BANK,BR008,Savings,P006609,2019-07-15,,Active,Expired,Pune,true,SYNTH_LEGACY_BANK
ACC001149,XXXX88501149,SYNTH_STATE_BANK,BR001,Savings,P003110,2023-07-14,,Active,Verified,Pune,false,SYNTH_LEGACY_BANK
ACC001150,XXXX44471150,SYNTH_COMMERCIAL_BANK,BR008,Salary,P001290,2018-07-24,,Active,Verified,Pune,false,SYNTH_FINANCE_DB
ACC001151,XXXX21131151,SYNTH_REGIONAL_BANK,BR007,Joint,P004546,2018-03-26,,Active,Verified,Pune,false,SYNTH_LEGACY_BANK
ACC001152,XXXX75691152,SYNTH_CITY_BANK,BR004,Current,P000037,2015-06-18,,Active,Verified,Pune,false,SYNTH_KYC_DB
ACC001153,XXXX81821153,SYNTH_CITY_BANK,BR004,Salary,P004841,2013-03-01,,Active,Verified,Pune,false,SYNTH_BANK_CORE
ACC001154,XXXX87421154,SYNTH_COMMERCIAL_BANK,BR008,Savings,P005248,2015-01-16,,Active,Verified,Pune,false,SYNTH_LEGACY_BANK
ACC001155,XXXX90031155,SYNTH_METRO_BANK,BR006,Savings,P006443,2013-09-19,,Active,Restricted,Pune,true,SYNTH_BANK_CORE
ACC001156,XXXX24901156,SYNTH_UNION_BANK,BR003,Savings,P000958,2015-03-15,,Dormant,Verified,Pune,false,SYNTH_FINANCE_DB
ACC001157,XXXX34141157,SYNTH_METRO_BANK,BR006,Joint,P000405,2020-10-01,,Active,Verified,Pune,false,SYNTH_KYC_DB
ACC001158,XXXX96171158,SYNTH_METRO_BANK,BR006,Salary,P006817,2018-04-12,,Dormant,Verified,Pune,false,SYNTH_LEGACY_BANK
ACC001159,XXXX12861159,SYNTH_UNION_BANK,BR003,Savings,P003870,2025-05-14,,Dormant,Verified,Pune,true,SYNTH_KYC_DB
ACC001160,XXXX83351160,SYNTH_REGIONAL_BANK,BR007,Savings,P003051,2018-06-14,2024-11-01,Closed,Verified,Pune,false,SYNTH_BANK_CORE
ACC001161,XXXX94231161,SYNTH_STATE_BANK,BR001,Savings,P003862,2018-06-30,,Active,Verified,Pune,false,SYNTH_FINANCE_DB
ACC001162,XXXX35651162,SYNTH_NATIONAL_BANK,BR002,Savings,P006165,2019-04-01,,Active,Verified,Pune,false,SYNTH_KYC_DB
ACC001163,XXXX68121163,SYNTH_NATIONAL_BANK,BR002,Current,P004646,2026-07-05,2026-08-05,Closed,Verified,Pune,false,SYNTH_FINANCE_DB
ACC001164,XXXX31681164,SYNTH_UNION_BANK,BR003,Savings,P004413,2024-06-17,,Active,Pending,Pune,false,SYNTH_BANK_CORE
ACC001165,XXXX16481165,SYNTH_COOPERATIVE_BANK,BR005,Savings,P000162,2025-01-06,,Active,Verified,Pune,false,SYNTH_BANK_CORE
ACC001166,XXXX39271166,SYNTH_COMMERCIAL_BANK,BR008,Business,P003125,2012-02-28,2023-12-11,Closed,Verified,Pune,false,SYNTH_KYC_DB
ACC001167,XXXX42121167,SYNTH_STATE_BANK,BR001,Current,P005499,2023-07-11,2024-05-30,Closed,Pending,Pune,false,SYNTH_FINANCE_DB
ACC001168,XXXX33941168,SYNTH_CITY_BANK,BR004,Joint,P006973,2015-02-24,2020-04-12,Closed,Verified,Pune,false,SYNTH_LEGACY_BANK
ACC001169,XXXX79701169,SYNTH_METRO_BANK,BR006,Current,P006824,2024-05-30,,Dormant,Verified,Pune,true,SYNTH_LEGACY_BANK
ACC001170,XXXX21531170,SYNTH_STATE_BANK,BR001,Savings,P002933,2019-04-08,,Active,Expired,Pune,true,SYNTH_KYC_DB
ACC001171,XXXX69621171,SYNTH_REGIONAL_BANK,BR007,Savings,P001849,2015-10-13,,Active,Verified,Pune,false,SYNTH_BANK_CORE
ACC001172,XXXX83631172,SYNTH_CITY_BANK,BR004,Savings,P002747,2023-09-05,,Active,Restricted,Pune,true,SYNTH_FINANCE_DB
ACC001173,XXXX23781173,SYNTH_NATIONAL_BANK,BR002,Savings,P000687,2021-01-21,,Active,Verified,Pune,false,SYNTH_LEGACY_BANK
ACC001174,XXXX97071174,SYNTH_UNION_BANK,BR003,Savings,P004683,2019-11-14,,Dormant,Verified,Pune,false,SYNTH_BANK_CORE
ACC001175,XXXX42211175,SYNTH_REGIONAL_BANK,BR007,Joint,P003331,2020-01-19,,Dormant,Verified,Pune,false,SYNTH_KYC_DB
ACC001176,XXXX29541176,SYNTH_NATIONAL_BANK,BR002,Savings,P003204,2014-09-21,,Active,Verified,Pune,false,SYNTH_FINANCE_DB
ACC001177,XXXX92781177,SYNTH_NATIONAL_BANK,BR002,Savings,P004218,2024-03-15,,Active,Verified,Pune,false,SYNTH_KYC_DB
ACC001178,XXXX30511178,SYNTH_CITY_BANK,BR004,Business,P002947,2017-02-27,,Active,Verified,Pune,false,SYNTH_KYC_DB
ACC001179,XXXX33731179,SYNTH_REGIONAL_BANK,BR007,Savings,P000987,2026-06-26,,Active,Verified,Pune,false,SYNTH_KYC_DB
ACC001180,XXXX41291180,SYNTH_STATE_BANK,BR001,Joint,P004007,2025-01-14,2026-06-01,Closed,Verified,Pune,false,SYNTH_FINANCE_DB
ACC001181,XXXX66021181,SYNTH_REGIONAL_BANK,BR007,Joint,P000236,2015-05-23,,Active,Verified,Pune,false,SYNTH_BANK_CORE
ACC001182,XXXX85721182,SYNTH_UNION_BANK,BR003,Salary,P002563,2019-07-14,,Active,Verified,Pune,false,SYNTH_FINANCE_DB
ACC001183,XXXX55031183,SYNTH_UNION_BANK,BR003,Salary,P006580,2012-05-13,,Active,Verified,Pune,false,SYNTH_FINANCE_DB
ACC001184,XXXX92411184,SYNTH_NATIONAL_BANK,BR002,Savings,P005374,2017-11-04,,Active,Verified,Pune,false,SYNTH_FINANCE_DB
ACC001185,XXXX55061185,SYNTH_STATE_BANK,BR001,Business,P002122,2021-05-29,,Active,Verified,Pune,false,SYNTH_FINANCE_DB
ACC001186,XXXX34761186,SYNTH_REGIONAL_BANK,BR007,Savings,P003029,2015-04-20,,Active,Verified,Pune,false,SYNTH_LEGACY_BANK
ACC001187,XXXX67341187,SYNTH_METRO_BANK,BR006,Savings,P001712,2022-05-30,,Frozen,Verified,Pune,true,SYNTH_FINANCE_DB
ACC001188,XXXX44961188,SYNTH_NATIONAL_BANK,BR002,Savings,P002384,2020-03-11,2025-04-27,Closed,Expired,Pune,true,SYNTH_LEGACY_BANK
ACC001189,XXXX17351189,SYNTH_REGIONAL_BANK,BR007,Savings,P004118,2020-05-01,,Active,Verified,Pune,false,SYNTH_KYC_DB
ACC001190,XXXX21441190,SYNTH_REGIONAL_BANK,BR007,Business,P003339,2025-08-31,,Active,Verified,Pune,false,SYNTH_KYC_DB
ACC001191,XXXX18301191,SYNTH_NATIONAL_BANK,BR002,Savings,P001027,2012-03-10,,Active,Verified,Pune,false,SYNTH_KYC_DB
ACC001192,XXXX95521192,SYNTH_UNION_BANK,BR003,Savings,P001478,2026-01-01,,Active,Verified,Pune,false,SYNTH_KYC_DB
ACC001193,XXXX38571193,SYNTH_REGIONAL_BANK,BR007,Current,P001158,2026-02-24,,Active,Pending,Pune,false,SYNTH_FINANCE_DB
ACC001194,XXXX88261194,SYNTH_NATIONAL_BANK,BR002,Current,P004884,2020-12-13,,Dormant,Verified,Pune,true,SYNTH_FINANCE_DB
ACC001195,XXXX36931195,SYNTH_REGIONAL_BANK,BR007,Savings,P003985,2012-02-12,,Active,Verified,Pune,false,SYNTH_BANK_CORE
ACC001196,XXXX58591196,SYNTH_NATIONAL_BANK,BR002,Business,P005588,2018-10-17,,Active,Verified,Pune,false,SYNTH_FINANCE_DB
ACC001197,XXXX51801197,SYNTH_METRO_BANK,BR006,Savings,P001145,2019-04-01,,Active,Verified,Pune,false,SYNTH_LEGACY_BANK
ACC001198,XXXX16641198,SYNTH_NATIONAL_BANK,BR002,Joint,P001141,2020-12-15,,Dormant,Verified,Pune,false,SYNTH_KYC_DB
ACC001199,XXXX75901199,SYNTH_UNION_BANK,BR003,Savings,P003445,2016-03-10,,Active,Verified,Pune,false,SYNTH_KYC_DB
ACC001200,XXXX22591200,SYNTH_UNION_BANK,BR003,Savings,P003850,2014-12-01,,Dormant,Verified,Pune,true,SYNTH_FINANCE_DB
ACC001201,XXXX76051201,SYNTH_METRO_BANK,BR006,Savings,P002941,2025-04-17,,Active,Verified,Pune,false,SYNTH_LEGACY_BANK
ACC001202,XXXX56661202,SYNTH_REGIONAL_BANK,BR007,Savings,P002363,2020-12-29,,Active,Pending,Pune,false,SYNTH_LEGACY_BANK
ACC001203,XXXX74211203,SYNTH_STATE_BANK,BR001,Savings,P000189,2015-11-07,,Frozen,Pending,Pune,true,SYNTH_LEGACY_BANK
ACC001204,XXXX91241204,SYNTH_CITY_BANK,BR004,Savings,P001899,2022-08-02,2024-03-07,Closed,Verified,Pune,false,SYNTH_LEGACY_BANK
ACC001205,XXXX29891205,SYNTH_UNION_BANK,BR003,Joint,P002821,2012-04-04,,Active,Verified,Pune,false,SYNTH_KYC_DB
ACC001206,XXXX11761206,SYNTH_METRO_BANK,BR006,Current,P002930,2017-10-06,2022-03-30,Closed,Expired,Pune,true,SYNTH_LEGACY_BANK
ACC001207,XXXX13831207,SYNTH_METRO_BANK,BR006,Current,P004847,2022-02-14,,Dormant,Restricted,Pune,true,SYNTH_LEGACY_BANK
ACC001208,XXXX29681208,SYNTH_REGIONAL_BANK,BR007,Savings,P004682,2013-09-06,2018-05-13,Closed,Verified,Pune,false,SYNTH_LEGACY_BANK
ACC001209,XXXX40401209,SYNTH_UNION_BANK,BR003,Savings,P000394,2020-03-13,,Active,Verified,Pune,false,SYNTH_LEGACY_BANK
ACC001210,XXXX36821210,SYNTH_REGIONAL_BANK,BR007,Business,P005575,2023-07-17,2024-11-17,Closed,Pending,Pune,false,SYNTH_BANK_CORE
ACC001211,XXXX64511211,SYNTH_COMMERCIAL_BANK,BR008,Savings,P005567,2022-11-26,,Active,Verified,Pune,false,SYNTH_LEGACY_BANK
ACC001212,XXXX38411212,SYNTH_UNION_BANK,BR003,Savings,P004761,2014-12-09,,Frozen,Verified,Pune,true,SYNTH_BANK_CORE
ACC001213,XXXX65841213,SYNTH_REGIONAL_BANK,BR007,Joint,P002394,2020-09-24,,Active,Verified,Pune,false,SYNTH_FINANCE_DB
ACC001214,XXXX83751214,SYNTH_METRO_BANK,BR006,Savings,P001881,2024-02-14,,Active,Verified,Pune,false,SYNTH_LEGACY_BANK
ACC001215,XXXX69851215,SYNTH_NATIONAL_BANK,BR002,Savings,P003281,2022-12-26,,Active,Verified,Pune,false,SYNTH_KYC_DB
ACC001216,XXXX74431216,SYNTH_REGIONAL_BANK,BR007,Savings,P006410,2023-04-09,,Active,Verified,Pune,false,SYNTH_BANK_CORE
ACC001217,XXXX72061217,SYNTH_METRO_BANK,BR006,Joint,P000319,2024-09-27,,Active,Restricted,Pune,true,SYNTH_FINANCE_DB
ACC001218,XXXX12021218,SYNTH_COOPERATIVE_BANK,BR005,Current,P002576,2021-10-25,,Active,Verified,Pune,false,SYNTH_BANK_CORE
ACC001219,XXXX66621219,SYNTH_COMMERCIAL_BANK,BR008,Savings,P001395,2023-07-23,,Active,Verified,Pune,false,SYNTH_FINANCE_DB
ACC001220,XXXX97901220,SYNTH_NATIONAL_BANK,BR002,Business,P001567,2021-11-18,,Active,Verified,Pune,false,SYNTH_KYC_DB
ACC001221,XXXX67971221,SYNTH_CITY_BANK,BR004,Salary,P002332,2015-03-18,,Active,Verified,Pune,false,SYNTH_FINANCE_DB
ACC001222,XXXX68091222,SYNTH_COMMERCIAL_BANK,BR008,Savings,P005100,2015-12-17,2020-03-29,Closed,Pending,Pune,false,SYNTH_LEGACY_BANK
ACC001223,XXXX25891223,SYNTH_METRO_BANK,BR006,Business,P004733,2012-01-09,,Active,Expired,Pune,true,SYNTH_LEGACY_BANK
ACC001224,XXXX20011224,SYNTH_REGIONAL_BANK,BR007,Savings,P000303,2017-05-12,,Active,Verified,Pune,false,SYNTH_FINANCE_DB
ACC001225,XXXX65551225,SYNTH_NATIONAL_BANK,BR002,Savings,P000956,2021-07-08,,Active,Restricted,Pune,true,SYNTH_KYC_DB
ACC001226,XXXX73741226,SYNTH_REGIONAL_BANK,BR007,Joint,P002248,2017-12-03,,Frozen,Verified,Pune,true,SYNTH_LEGACY_BANK
ACC001227,XXXX28161227,SYNTH_STATE_BANK,BR001,Savings,P003978,2015-09-15,,Active,Verified,Pune,false,SYNTH_BANK_CORE
ACC001228,XXXX53711228,SYNTH_CITY_BANK,BR004,Salary,P000307,2021-04-09,,Active,Verified,Pune,false,SYNTH_BANK_CORE
ACC001229,XXXX79361229,SYNTH_COMMERCIAL_BANK,BR008,Savings,P006647,2024-04-18,,Active,Expired,Pune,true,SYNTH_KYC_DB
ACC001230,XXXX97331230,SYNTH_STATE_BANK,BR001,Savings,P001503,2020-10-15,,Active,Expired,Pune,true,SYNTH_BANK_CORE
ACC001231,XXXX37841231,SYNTH_CITY_BANK,BR004,Business,P001173,2019-06-18,,Active,Verified,Pune,false,SYNTH_LEGACY_BANK
ACC001232,XXXX59771232,SYNTH_COMMERCIAL_BANK,BR008,Savings,P003189,2012-11-20,,Active,Verified,Pune,false,SYNTH_FINANCE_DB
ACC001233,XXXX40171233,SYNTH_CITY_BANK,BR004,Savings,P006447,2021-09-06,,Active,Pending,Pune,false,SYNTH_FINANCE_DB
ACC001234,XXXX39761234,SYNTH_COOPERATIVE_BANK,BR005,Savings,P006793,2015-06-16,,Active,Verified,Pune,false,SYNTH_FINANCE_DB
ACC001235,XXXX61561235,SYNTH_CITY_BANK,BR004,Business,P000799,2023-08-25,,Active,Verified,Pune,false,SYNTH_FINANCE_DB
ACC001236,XXXX97101236,SYNTH_CITY_BANK,BR004,Savings,P002410,2024-06-04,,Active,Verified,Pune,false,SYNTH_KYC_DB
ACC001237,XXXX55521237,SYNTH_METRO_BANK,BR006,Salary,P003978,2013-09-23,2026-07-14,Closed,Verified,Pune,false,SYNTH_KYC_DB
ACC001238,XXXX35441238,SYNTH_NATIONAL_BANK,BR002,Salary,P006441,2025-10-11,,Active,Verified,Pune,false,SYNTH_LEGACY_BANK
ACC001239,XXXX33071239,SYNTH_NATIONAL_BANK,BR002,Joint,P006338,2025-08-01,,Active,Verified,Pune,false,SYNTH_BANK_CORE
ACC001240,XXXX60761240,SYNTH_STATE_BANK,BR001,Savings,P000973,2012-09-25,,Active,Verified,Pune,false,SYNTH_BANK_CORE
ACC001241,XXXX12331241,SYNTH_COMMERCIAL_BANK,BR008,Joint,P002236,2017-05-11,,Active,Verified,Pune,false,SYNTH_FINANCE_DB
ACC001242,XXXX66211242,SYNTH_CITY_BANK,BR004,Savings,P006105,2017-02-04,,Active,Verified,Pune,false,SYNTH_LEGACY_BANK
ACC001243,XXXX86501243,SYNTH_STATE_BANK,BR001,Business,P003975,2012-01-15,2018-05-17,Closed,Verified,Pune,false,SYNTH_FINANCE_DB
ACC001244,XXXX59641244,SYNTH_STATE_BANK,BR001,Joint,P000470,2025-05-29,,Dormant,Verified,Pune,true,SYNTH_LEGACY_BANK
ACC001245,XXXX30091245,SYNTH_COOPERATIVE_BANK,BR005,Current,P005393,2014-07-29,,Active,Verified,Pune,false,SYNTH_BANK_CORE
ACC001246,XXXX39011246,SYNTH_UNION_BANK,BR003,Savings,P006168,2024-05-24,,Active,Expired,Pune,true,SYNTH_FINANCE_DB
ACC001247,XXXX16561247,SYNTH_REGIONAL_BANK,BR007,Current,P000667,2022-08-23,,Active,Expired,Pune,true,SYNTH_FINANCE_DB
ACC001248,XXXX58511248,SYNTH_REGIONAL_BANK,BR007,Current,P001946,2013-03-24,,Dormant,Pending,Pune,false,SYNTH_FINANCE_DB
ACC001249,XXXX84001249,SYNTH_METRO_BANK,BR006,Savings,P006001,2013-07-11,2018-05-30,Closed,Pending,Pune,false,SYNTH_LEGACY_BANK
ACC001250,XXXX30911250,SYNTH_NATIONAL_BANK,BR002,Savings,P006485,2024-10-15,,Active,Restricted,Pune,true,SYNTH_KYC_DB
ACC001251,XXXX18741251,SYNTH_NATIONAL_BANK,BR002,Joint,P005743,2020-09-04,,Active,Verified,Pune,false,SYNTH_BANK_CORE
ACC001252,XXXX94811252,SYNTH_COOPERATIVE_BANK,BR005,Salary,P000926,2014-10-04,,Active,Verified,Pune,false,SYNTH_LEGACY_BANK
ACC001253,XXXX67701253,SYNTH_NATIONAL_BANK,BR002,Savings,P003872,2015-11-30,2025-01-08,Closed,Verified,Pune,false,SYNTH_BANK_CORE
ACC001254,XXXX50071254,SYNTH_COOPERATIVE_BANK,BR005,Savings,P006770,2014-03-27,,Active,Verified,Pune,false,SYNTH_LEGACY_BANK
ACC001255,XXXX64591255,SYNTH_UNION_BANK,BR003,Savings,P001588,2021-11-01,,Active,Verified,Pune,false,SYNTH_KYC_DB
ACC001256,XXXX78981256,SYNTH_CITY_BANK,BR004,Business,P006852,2016-04-03,,Active,Verified,Pune,false,SYNTH_KYC_DB
ACC001257,XXXX97811257,SYNTH_STATE_BANK,BR001,Savings,P000626,2024-04-22,,Active,Verified,Pune,false,SYNTH_KYC_DB
ACC001258,XXXX73111258,SYNTH_REGIONAL_BANK,BR007,Savings,P000631,2025-09-25,,Frozen,Verified,Pune,true,SYNTH_LEGACY_BANK
ACC001259,XXXX51971259,SYNTH_CITY_BANK,BR004,Salary,P004654,2025-01-28,,Active,Verified,Pune,false,SYNTH_BANK_CORE
ACC001260,XXXX12751260,SYNTH_COOPERATIVE_BANK,BR005,Savings,P004684,2015-07-19,,Active,Verified,Pune,false,SYNTH_BANK_CORE
ACC001261,XXXX25481261,SYNTH_METRO_BANK,BR006,Salary,P000985,2012-11-05,,Active,Expired,Pune,true,SYNTH_FINANCE_DB
ACC001262,XXXX30301262,SYNTH_METRO_BANK,BR006,Salary,P002148,2017-02-05,,Active,Verified,Pune,false,SYNTH_KYC_DB
ACC001263,XXXX99541263,SYNTH_COMMERCIAL_BANK,BR008,Business,P001007,2012-07-24,,Dormant,Verified,Pune,false,SYNTH_FINANCE_DB
ACC001264,XXXX45141264,SYNTH_METRO_BANK,BR006,Savings,P000016,2018-04-12,2025-02-16,Closed,Pending,Pune,false,SYNTH_BANK_CORE
ACC001265,XXXX99381265,SYNTH_STATE_BANK,BR001,Salary,P004805,2020-02-08,,Active,Verified,Pune,false,SYNTH_FINANCE_DB
ACC001266,XXXX51171266,SYNTH_UNION_BANK,BR003,Current,P005194,2013-06-25,,Active,Verified,Pune,false,SYNTH_FINANCE_DB
ACC001267,XXXX88711267,SYNTH_UNION_BANK,BR003,Savings,P004856,2022-07-23,,Active,Expired,Pune,true,SYNTH_LEGACY_BANK
ACC001268,XXXX66841268,SYNTH_NATIONAL_BANK,BR002,Savings,P003272,2021-07-10,,Active,Verified,Pune,false,SYNTH_LEGACY_BANK
ACC001269,XXXX55541269,SYNTH_NATIONAL_BANK,BR002,Current,P003897,2012-01-09,,Active,Verified,Pune,false,SYNTH_FINANCE_DB
ACC001270,XXXX82651270,SYNTH_UNION_BANK,BR003,Salary,P003704,2014-09-15,,Active,Verified,Pune,false,SYNTH_KYC_DB
ACC001271,XXXX94331271,SYNTH_CITY_BANK,BR004,Joint,P006172,2014-03-23,,Active,Verified,Pune,false,SYNTH_FINANCE_DB
ACC001272,XXXX24131272,SYNTH_COOPERATIVE_BANK,BR005,Current,P005035,2017-12-03,,Active,Verified,Pune,false,SYNTH_LEGACY_BANK
ACC001273,XXXX11561273,SYNTH_CITY_BANK,BR004,Savings,P001606,2018-06-19,,Active,Pending,Pune,false,SYNTH_KYC_DB
ACC001274,XXXX52351274,SYNTH_COMMERCIAL_BANK,BR008,Savings,P002071,2017-11-30,,Dormant,Verified,Pune,true,SYNTH_BANK_CORE
ACC001275,XXXX79921275,SYNTH_COOPERATIVE_BANK,BR005,Savings,P002706,2023-03-19,,Active,Verified,Pune,false,SYNTH_KYC_DB
ACC001276,XXXX54461276,SYNTH_STATE_BANK,BR001,Current,P006955,2024-07-18,,Active,Verified,Pune,false,SYNTH_BANK_CORE
ACC001277,XXXX71131277,SYNTH_METRO_BANK,BR006,Savings,P002223,2014-08-12,,Active,Verified,Pune,false,SYNTH_LEGACY_BANK
ACC001278,XXXX71251278,SYNTH_UNION_BANK,BR003,Savings,P001642,2018-05-07,,Active,Verified,Pune,false,SYNTH_FINANCE_DB
ACC001279,XXXX51131279,SYNTH_METRO_BANK,BR006,Current,P002644,2016-10-28,,Active,Restricted,Pune,true,SYNTH_LEGACY_BANK
ACC001280,XXXX87351280,SYNTH_METRO_BANK,BR006,Joint,P004441,2013-07-03,,Active,Verified,Pune,false,SYNTH_KYC_DB
ACC001281,XXXX65331281,SYNTH_CITY_BANK,BR004,Business,P003234,2018-12-21,,Active,Verified,Pune,false,SYNTH_LEGACY_BANK
ACC001282,XXXX92771282,SYNTH_STATE_BANK,BR001,Savings,P006182,2012-04-10,,Active,Verified,Pune,false,SYNTH_BANK_CORE
ACC001283,XXXX98801283,SYNTH_REGIONAL_BANK,BR007,Business,P005486,2019-09-29,,Active,Pending,Pune,false,SYNTH_BANK_CORE
