mention_id,document_id,case_id,text_span,start_char,end_char,entity_type,extracted_value,resolved_entity_id,confidence,resolution_status
EM00014646,DOC002930,C002930,Mrunal M Gore,47,60,PERSON,Mrunal M Gore,P006421,0.99,RESOLVED
EM00014647,DOC002930,C002930,Nikhil Prakash Thakur,147,168,PERSON,Nikhil Prakash Thakur,P005045,0.99,RESOLVED
EM00014648,DOC002930,C002930,MH42KG4013,252,262,VEHICLE,MH42KG4013,,0.0,UNRESOLVED
EM00014649,DOC002930,C002930,9913850824,282,292,PHONE,9913850824,,0.0,UNRESOLVED
EM00014650,DOC002930,C002930,Wakad,129,134,LOCATION,Wakad,,0.45,AMBIGUOUS
EM00014651,DOC002931,C002931,Vaishnavi Salunkhe,47,65,PERSON,Vaishnavi Salunkhe,P005298,0.99,RESOLVED
EM00014652,DOC002931,C002931,Vidya D Sawant,163,177,PERSON,Vidya D Sawant,P003086,0.99,RESOLVED
EM00014653,DOC002931,C002931,MH42NN9309,261,271,VEHICLE,MH42NN9309,,0.0,UNRESOLVED
EM00014654,DOC002931,C002931,9141618475,291,301,PHONE,9141618475,,0.0,UNRESOLVED
EM00014655,DOC002931,C002931,Vishrantwadi,138,150,LOCATION,Vishrantwadi,,0.45,AMBIGUOUS
EM00014656,DOC002932,C002932,Sakshi Salunkhe,44,59,PERSON,Sakshi Salunkhe,P005802,0.99,RESOLVED
EM00014657,DOC002932,C002932,Arjun Deshmukh,160,174,PERSON,Arjun Deshmukh,P003340,0.99,RESOLVED
EM00014658,DOC002932,C002932,MH15FE7866,258,268,VEHICLE,MH15FE7866,,0.0,UNRESOLVED
EM00014659,DOC002932,C002932,9376990738,288,298,PHONE,9376990738,,0.0,UNRESOLVED
EM00014660,DOC002932,C002932,Vishrantwadi,135,147,LOCATION,Vishrantwadi,,0.45,AMBIGUOUS
EM00014661,DOC002933,C002933,Shiv P Thakur,43,56,PERSON,Shiv P Thakur,P001366,0.99,RESOLVED
EM00014662,DOC002933,C002933,Vivek M Deshmukh,160,176,PERSON,Vivek M Deshmukh,P005643,0.99,RESOLVED
EM00014663,DOC002933,C002933,MH12QW1741,260,270,VEHICLE,MH12QW1741,,0.0,UNRESOLVED
EM00014664,DOC002933,C002933,9765850953,290,300,PHONE,9765850953,,0.0,UNRESOLVED
EM00014665,DOC002933,C002933,Pimpri,141,147,LOCATION,Pimpri,,0.45,AMBIGUOUS
EM00014666,DOC002934,C002934,Vaishnavi Gore,43,57,PERSON,Vaishnavi Gore,P006542,0.99,RESOLVED
EM00014667,DOC002934,C002934,Akash Chavan,156,168,PERSON,Akash Chavan,P000427,0.99,RESOLVED
EM00014668,DOC002934,C002934,MH15JZ1723,252,262,VEHICLE,MH15JZ1723,,0.0,UNRESOLVED
EM00014669,DOC002934,C002934,9156428061,282,292,PHONE,9156428061,,0.0,UNRESOLVED
EM00014670,DOC002934,C002934,Hadapsar,135,143,LOCATION,Hadapsar,,0.45,AMBIGUOUS
EM00014671,DOC002935,C002935,Priya R Salunkhe,47,63,PERSON,Priya R Salunkhe,P000553,0.99,RESOLVED
EM00014672,DOC002935,C002935,Vivek Kiran Naik,162,178,PERSON,Vivek Kiran Naik,P005217,0.99,RESOLVED
EM00014673,DOC002935,C002935,MH15QH7098,262,272,VEHICLE,MH15QH7098,,0.0,UNRESOLVED
EM00014674,DOC002935,C002935,9551931979,292,302,PHONE,9551931979,,0.0,UNRESOLVED
EM00014675,DOC002935,C002935,Yerawada,141,149,LOCATION,Yerawada,,0.45,AMBIGUOUS
EM00014676,DOC002936,C002936,Tejas K More,48,60,PERSON,Tejas K More,P003270,0.99,RESOLVED
EM00014677,DOC002936,C002936,Sahil More,161,171,PERSON,Sahil More,P006086,0.99,RESOLVED
EM00014678,DOC002936,C002936,MH42FR7336,255,265,VEHICLE,MH42FR7336,,0.0,UNRESOLVED
EM00014679,DOC002936,C002936,9275537865,285,295,PHONE,9275537865,,0.0,UNRESOLVED
EM00014680,DOC002936,C002936,Dhankawadi,138,148,LOCATION,Dhankawadi,,0.45,AMBIGUOUS
EM00014681,DOC002937,C002937,Ananya Prakash Joshi,47,67,PERSON,Ananya Prakash Joshi,P002048,0.99,RESOLVED
EM00014682,DOC002937,C002937,Dhruv Mahesh Thakur,167,186,PERSON,Dhruv Mahesh Thakur,P005947,0.99,RESOLVED
EM00014683,DOC002937,C002937,MH15XK5282,270,280,VEHICLE,MH15XK5282,,0.0,UNRESOLVED
EM00014684,DOC002937,C002937,9536722022,300,310,PHONE,9536722022,,0.0,UNRESOLVED
EM00014685,DOC002937,C002937,Shivajinagar,142,154,LOCATION,Shivajinagar,,0.45,AMBIGUOUS
EM00014686,DOC002938,C002938,Nikita Raj Joshi,49,65,PERSON,Nikita Raj Joshi,P002716,0.99,RESOLVED
EM00014687,DOC002938,C002938,Ritesh Naik,164,175,PERSON,Ritesh Naik,P002762,0.99,RESOLVED
EM00014688,DOC002938,C002938,MH12ZV4025,259,269,VEHICLE,MH12ZV4025,,0.0,UNRESOLVED
EM00014689,DOC002938,C002938,9771831503,289,299,PHONE,9771831503,,0.0,UNRESOLVED
EM00014690,DOC002938,C002938,Swargate,143,151,LOCATION,Swargate,,0.45,AMBIGUOUS
EM00014691,DOC002939,C002939,Kunal Bhosale,45,58,PERSON,Kunal Bhosale,P003743,0.99,RESOLVED
EM00014692,DOC002939,C002939,Dhruv Mane,155,165,PERSON,Dhruv Mane,P002994,0.99,RESOLVED
EM00014693,DOC002939,C002939,MH12NC1546,249,259,VEHICLE,MH12NC1546,,0.0,UNRESOLVED
EM00014694,DOC002939,C002939,9812092908,279,289,PHONE,9812092908,,0.0,UNRESOLVED
EM00014695,DOC002939,C002939,Chinchwad,133,142,LOCATION,Chinchwad,,0.45,AMBIGUOUS
EM00014696,DOC002940,C002940,N. Desai,48,56,PERSON,N. Desai,P005656,0.99,RESOLVED
EM00014697,DOC002940,C002940,Sneha Sutar,152,163,PERSON,Sneha Sutar,P002423,0.99,RESOLVED
EM00014698,DOC002940,C002940,MH15BB7503,247,257,VEHICLE,MH15BB7503,,0.0,UNRESOLVED
EM00014699,DOC002940,C002940,9282025035,277,287,PHONE,9282025035,,0.0,UNRESOLVED
EM00014700,DOC002940,C002940,Dhankawadi,129,139,LOCATION,Dhankawadi,,0.45,AMBIGUOUS
EM00014701,DOC002941,C002941,Priya Kiran Pawar,46,63,PERSON,Priya Kiran Pawar,P003510,0.99,RESOLVED
EM00014702,DOC002941,C002941,Pooja Kale,170,180,PERSON,Pooja Kale,P000719,0.99,RESOLVED
EM00014703,DOC002941,C002941,MH14BX8626,264,274,VEHICLE,MH14BX8626,,0.0,UNRESOLVED
EM00014704,DOC002941,C002941,9629106046,294,304,PHONE,9629106046,,0.0,UNRESOLVED
EM00014705,DOC002941,C002941,Aundh,152,157,LOCATION,Aundh,,0.45,AMBIGUOUS
EM00014706,DOC002942,C002942,Harsh Dilip Pawar,44,61,PERSON,Harsh Dilip Pawar,P006860,0.99,RESOLVED
EM00014707,DOC002942,C002942,Swati Kale,162,172,PERSON,Swati Kale,P004953,0.99,RESOLVED
EM00014708,DOC002942,C002942,MH14SC6108,256,266,VEHICLE,MH14SC6108,,0.0,UNRESOLVED
EM00014709,DOC002942,C002942,9987241868,286,296,PHONE,9987241868,,0.0,UNRESOLVED
EM00014710,DOC002942,C002942,Vishrantwadi,137,149,LOCATION,Vishrantwadi,,0.45,AMBIGUOUS
EM00014711,DOC002943,C002943,Akash Patil,47,58,PERSON,Akash Patil,P001137,0.99,RESOLVED
EM00014712,DOC002943,C002943,Kunal Dilip More,164,180,PERSON,Kunal Dilip More,P001139,0.99,RESOLVED
EM00014713,DOC002943,C002943,MH15OQ6489,264,274,VEHICLE,MH15OQ6489,,0.0,UNRESOLVED
EM00014714,DOC002943,C002943,9679707348,294,304,PHONE,9679707348,,0.0,UNRESOLVED
EM00014715,DOC002943,C002943,Dhankawadi,141,151,LOCATION,Dhankawadi,,0.45,AMBIGUOUS
EM00014716,DOC002944,C002944,Nandini Jadhav,43,57,PERSON,Nandini Jadhav,P003535,0.99,RESOLVED
EM00014717,DOC002944,C002944,Deepa Ramesh Gore,144,161,PERSON,Deepa Ramesh Gore,P003752,0.99,RESOLVED
EM00014718,DOC002944,C002944,MH15ZC7315,245,255,VEHICLE,MH15ZC7315,,0.0,UNRESOLVED
EM00014719,DOC002944,C002944,9427981735,275,285,PHONE,9427981735,,0.0,UNRESOLVED
EM00014720,DOC002944,C002944,Aundh,126,131,LOCATION,Aundh,,0.45,AMBIGUOUS
EM00014721,DOC002945,C002945,Akash Desai,45,56,PERSON,Akash Desai,P003017,0.99,RESOLVED
EM00014722,DOC002945,C002945,Ananya Anil Deshmukh,134,154,PERSON,Ananya Anil Deshmukh,P004285,0.99,RESOLVED
EM00014723,DOC002945,C002945,MH14VJ8063,238,248,VEHICLE,MH14VJ8063,,0.0,UNRESOLVED
EM00014724,DOC002945,C002945,9444123192,268,278,PHONE,9444123192,,0.0,UNRESOLVED
EM00014725,DOC002945,C002945,Pimpri,115,121,LOCATION,Pimpri,,0.45,AMBIGUOUS
EM00014726,DOC002946,C002946,Rahul Ramesh Joshi,47,65,PERSON,Rahul Ramesh Joshi,P001526,0.99,RESOLVED
EM00014727,DOC002946,C002946,Arjun M Kale,154,166,PERSON,Arjun M Kale,P004780,0.99,RESOLVED
EM00014728,DOC002946,C002946,MH42LA9173,250,260,VEHICLE,MH42LA9173,,0.0,UNRESOLVED
EM00014729,DOC002946,C002946,9354823951,280,290,PHONE,9354823951,,0.0,UNRESOLVED
EM00014730,DOC002946,C002946,Bhosari,134,141,LOCATION,Bhosari,,0.45,AMBIGUOUS
EM00014731,DOC002947,C002947,Siddharth Joshi,43,58,PERSON,Siddharth Joshi,P005841,0.99,RESOLVED
EM00014732,DOC002947,C002947,Vivek Sutar,164,175,PERSON,Vivek Sutar,P005025,0.99,RESOLVED
EM00014733,DOC002947,C002947,MH12FX6895,259,269,VEHICLE,MH12FX6895,,0.0,UNRESOLVED
EM00014734,DOC002947,C002947,9578582176,289,299,PHONE,9578582176,,0.0,UNRESOLVED
EM00014735,DOC002947,C002947,Dhankawadi,141,151,LOCATION,Dhankawadi,,0.45,AMBIGUOUS
EM00014736,DOC002948,C002948,Meera Raj Pawar,48,63,PERSON,Meera Raj Pawar,P002398,0.99,RESOLVED
EM00014737,DOC002948,C002948,Tanvi Pawar,167,178,PERSON,Tanvi Pawar,P005613,0.99,RESOLVED
EM00014738,DOC002948,C002948,MH14YP4483,262,272,VEHICLE,MH14YP4483,,0.0,UNRESOLVED
EM00014739,DOC002948,C002948,9570317006,292,302,PHONE,9570317006,,0.0,UNRESOLVED
EM00014740,DOC002948,C002948,Katraj,148,154,LOCATION,Katraj,,0.45,AMBIGUOUS
EM00014741,DOC002949,C002949,Omkar Pawar,48,59,PERSON,Omkar Pawar,P001685,0.99,RESOLVED
EM00014742,DOC002949,C002949,Kajal Ramesh Desai,152,170,PERSON,Kajal Ramesh Desai,P000656,0.99,RESOLVED
EM00014743,DOC002949,C002949,MH14YN2576,254,264,VEHICLE,MH14YN2576,,0.0,UNRESOLVED
EM00014744,DOC002949,C002949,9191031294,284,294,PHONE,9191031294,,0.0,UNRESOLVED
EM00014745,DOC002949,C002949,Aundh,134,139,LOCATION,Aundh,,0.45,AMBIGUOUS
EM00014746,DOC002950,C002950,Vikas Anil Shinde,45,62,PERSON,Vikas Anil Shinde,P000321,0.99,RESOLVED
EM00014747,DOC002950,C002950,Pooja K Sutar,151,164,PERSON,Pooja K Sutar,P001746,0.99,RESOLVED
EM00014748,DOC002950,C002950,MH15LL1679,248,258,VEHICLE,MH15LL1679,,0.0,UNRESOLVED
EM00014749,DOC002950,C002950,9903349930,278,288,PHONE,9903349930,,0.0,UNRESOLVED
EM00014750,DOC002950,C002950,Kothrud,131,138,LOCATION,Kothrud,,0.45,AMBIGUOUS
EM00014751,DOC002951,C002951,Vaishnavi M.,43,55,PERSON,Vaishnavi M.,P004789,0.99,RESOLVED
EM00014752,DOC002951,C002951,Swapnil Naik,149,161,PERSON,Swapnil Naik,P001867,0.99,RESOLVED
EM00014753,DOC002951,C002951,MH12LI1998,245,255,VEHICLE,MH12LI1998,,0.0,UNRESOLVED
EM00014754,DOC002951,C002951,9929167182,275,285,PHONE,9929167182,,0.0,UNRESOLVED
EM00014755,DOC002951,C002951,Katraj,130,136,LOCATION,Katraj,,0.45,AMBIGUOUS
EM00014756,DOC002952,C002952,Bhavana Raj Gore,44,60,PERSON,Bhavana Raj Gore,P000625,0.99,RESOLVED
EM00014757,DOC002952,C002952,Ananya Wagh,142,153,PERSON,Ananya Wagh,P005845,0.99,RESOLVED
EM00014758,DOC002952,C002952,MH12RB5784,237,247,VEHICLE,MH12RB5784,,0.0,UNRESOLVED
EM00014759,DOC002952,C002952,9633981275,267,277,PHONE,9633981275,,0.0,UNRESOLVED
EM00014760,DOC002952,C002952,Chinchwad,120,129,LOCATION,Chinchwad,,0.45,AMBIGUOUS
EM00014761,DOC002953,C002953,Komal Kale,44,54,PERSON,Komal Kale,P003523,0.99,RESOLVED
EM00014762,DOC002953,C002953,Isha Naik,142,151,PERSON,Isha Naik,P006445,0.99,RESOLVED
EM00014763,DOC002953,C002953,MH15UM2289,235,245,VEHICLE,MH15UM2289,,0.0,UNRESOLVED
EM00014764,DOC002953,C002953,9388936757,265,275,PHONE,9388936757,,0.0,UNRESOLVED
EM00014765,DOC002953,C002953,Katraj,123,129,LOCATION,Katraj,,0.45,AMBIGUOUS
EM00014766,DOC002954,C002954,Yash Naik,45,54,PERSON,Yash Naik,P004134,0.99,RESOLVED
EM00014767,DOC002954,C002954,Shubham Kale,152,164,PERSON,Shubham Kale,P006650,0.99,RESOLVED
EM00014768,DOC002954,C002954,MH12JP2704,248,258,VEHICLE,MH12JP2704,,0.0,UNRESOLVED
EM00014769,DOC002954,C002954,9813726563,278,288,PHONE,9813726563,,0.0,UNRESOLVED
EM00014770,DOC002954,C002954,Vishrantwadi,127,139,LOCATION,Vishrantwadi,,0.45,AMBIGUOUS
EM00014771,DOC002955,C002955,Kunal Deshmukh,45,59,PERSON,Kunal Deshmukh,P004746,0.99,RESOLVED
EM00014772,DOC002955,C002955,Akash Wagh,139,149,PERSON,Akash Wagh,P004246,0.99,RESOLVED
EM00014773,DOC002955,C002955,MH12ZN1509,233,243,VEHICLE,MH12ZN1509,,0.0,UNRESOLVED
EM00014774,DOC002955,C002955,9934807316,263,273,PHONE,9934807316,,0.0,UNRESOLVED
EM00014775,DOC002955,C002955,Hadapsar,118,126,LOCATION,Hadapsar,,0.45,AMBIGUOUS
EM00014776,DOC002956,C002956,Akash Raj Chavan,43,59,PERSON,Akash Raj Chavan,P002832,0.99,RESOLVED
EM00014777,DOC002956,C002956,Aarav Kumar Joshi,148,165,PERSON,Aarav Kumar Joshi,P002961,0.99,RESOLVED
EM00014778,DOC002956,C002956,MH12UD8450,249,259,VEHICLE,MH12UD8450,,0.0,UNRESOLVED
EM00014779,DOC002956,C002956,9875304200,279,289,PHONE,9875304200,,0.0,UNRESOLVED
EM00014780,DOC002956,C002956,Kondhwa,128,135,LOCATION,Kondhwa,,0.45,AMBIGUOUS
EM00014781,DOC002957,C002957,Aditi Desai,48,59,PERSON,Aditi Desai,P001678,0.99,RESOLVED
EM00014782,DOC002957,C002957,Amit Kumar Joshi,152,168,PERSON,Amit Kumar Joshi,P005911,0.99,RESOLVED
EM00014783,DOC002957,C002957,MH15RO5738,252,262,VEHICLE,MH15RO5738,,0.0,UNRESOLVED
EM00014784,DOC002957,C002957,9105439975,282,292,PHONE,9105439975,,0.0,UNRESOLVED
EM00014785,DOC002957,C002957,Kondhwa,132,139,LOCATION,Kondhwa,,0.45,AMBIGUOUS
EM00014786,DOC002958,C002958,Pooja Vijay Joshi,48,65,PERSON,Pooja Vijay Joshi,P004545,0.99,RESOLVED
EM00014787,DOC002958,C002958,Swapnil Jadhav,168,182,PERSON,Swapnil Jadhav,P005929,0.99,RESOLVED
EM00014788,DOC002958,C002958,MH14CU9906,266,276,VEHICLE,MH14CU9906,,0.0,UNRESOLVED
EM00014789,DOC002958,C002958,9832415894,296,306,PHONE,9832415894,,0.0,UNRESOLVED
EM00014790,DOC002958,C002958,Bhosari,148,155,LOCATION,Bhosari,,0.45,AMBIGUOUS
EM00014791,DOC002959,C002959,Mayur Desai,45,56,PERSON,Mayur Desai,P004032,0.99,RESOLVED
EM00014792,DOC002959,C002959,A. Dhumal,152,161,PERSON,A. Dhumal,P000823,0.99,RESOLVED
EM00014793,DOC002959,C002959,MH42JQ1326,245,255,VEHICLE,MH42JQ1326,,0.0,UNRESOLVED
EM00014794,DOC002959,C002959,9805215351,275,285,PHONE,9805215351,,0.0,UNRESOLVED
EM00014795,DOC002959,C002959,Bhosari,132,139,LOCATION,Bhosari,,0.45,AMBIGUOUS
EM00014796,DOC002960,C002960,Rohit Prakash Sawant,48,68,PERSON,Rohit Prakash Sawant,P006553,0.99,RESOLVED
EM00014797,DOC002960,C002960,S. Gaikwad,151,161,PERSON,S. Gaikwad,P006923,0.99,RESOLVED
EM00014798,DOC002960,C002960,MH42DF9948,245,255,VEHICLE,MH42DF9948,,0.0,UNRESOLVED
EM00014799,DOC002960,C002960,9295074080,275,285,PHONE,9295074080,,0.0,UNRESOLVED
EM00014800,DOC002960,C002960,Dhankawadi,128,138,LOCATION,Dhankawadi,,0.45,AMBIGUOUS
EM00014801,DOC002961,C002961,Sahil Desai,47,58,PERSON,Sahil Desai,P006372,0.99,RESOLVED
EM00014802,DOC002961,C002961,Aarohi Raj Kale,154,169,PERSON,Aarohi Raj Kale,P006467,0.99,RESOLVED
EM00014803,DOC002961,C002961,MH12TL7219,253,263,VEHICLE,MH12TL7219,,0.0,UNRESOLVED
EM00014804,DOC002961,C002961,9646711626,283,293,PHONE,9646711626,,0.0,UNRESOLVED
EM00014805,DOC002961,C002961,Yerawada,133,141,LOCATION,Yerawada,,0.45,AMBIGUOUS
EM00014806,DOC002962,C002962,Kunal Dilip Kadam,45,62,PERSON,Kunal Dilip Kadam,P000416,0.99,RESOLVED
EM00014807,DOC002962,C002962,Dhruv Ramesh Wagh,157,174,PERSON,Dhruv Ramesh Wagh,P000748,0.99,RESOLVED
EM00014808,DOC002962,C002962,MH12FD4992,258,268,VEHICLE,MH12FD4992,,0.0,UNRESOLVED
EM00014809,DOC002962,C002962,9512800148,288,298,PHONE,9512800148,,0.0,UNRESOLVED
EM00014810,DOC002962,C002962,Pimpri,138,144,LOCATION,Pimpri,,0.45,AMBIGUOUS
EM00014811,DOC002963,C002963,Aniket K Sutar,44,58,PERSON,Aniket K Sutar,P001794,0.99,RESOLVED
EM00014812,DOC002963,C002963,Aditi Mahesh Sharma,156,175,PERSON,Aditi Mahesh Sharma,P005663,0.99,RESOLVED
EM00014813,DOC002963,C002963,MH42OA5692,259,269,VEHICLE,MH42OA5692,,0.0,UNRESOLVED
EM00014814,DOC002963,C002963,9779738615,289,299,PHONE,9779738615,,0.0,UNRESOLVED
EM00014815,DOC002963,C002963,Bhosari,136,143,LOCATION,Bhosari,,0.45,AMBIGUOUS
EM00014816,DOC002964,C002964,Anjali Anil Pande,46,63,PERSON,Anjali Anil Pande,P000622,0.99,RESOLVED
EM00014817,DOC002964,C002964,Sonali Kumar Deshmukh,146,167,PERSON,Sonali Kumar Deshmukh,P003164,0.99,RESOLVED
EM00014818,DOC002964,C002964,MH14LY5351,251,261,VEHICLE,MH14LY5351,,0.0,UNRESOLVED
EM00014819,DOC002964,C002964,9424130598,281,291,PHONE,9424130598,,0.0,UNRESOLVED
EM00014820,DOC002964,C002964,Wakad,128,133,LOCATION,Wakad,,0.45,AMBIGUOUS
EM00014821,DOC002965,C002965,Kajal Jadhav,46,58,PERSON,Kajal Jadhav,P002241,0.99,RESOLVED
EM00014822,DOC002965,C002965,Omkar Gore,154,164,PERSON,Omkar Gore,P003792,0.99,RESOLVED
EM00014823,DOC002965,C002965,MH15UE5473,248,258,VEHICLE,MH15UE5473,,0.0,UNRESOLVED
EM00014824,DOC002965,C002965,9308195867,278,288,PHONE,9308195867,,0.0,UNRESOLVED
EM00014825,DOC002965,C002965,Yerawada,133,141,LOCATION,Yerawada,,0.45,AMBIGUOUS
EM00014826,DOC002966,C002966,Vidya K Sawant,47,61,PERSON,Vidya K Sawant,P006767,0.99,RESOLVED
EM00014827,DOC002966,C002966,S. Thakur,142,151,PERSON,S. Thakur,P003361,0.99,RESOLVED
EM00014828,DOC002966,C002966,MH12AO9308,235,245,VEHICLE,MH12AO9308,,0.0,UNRESOLVED
EM00014829,DOC002966,C002966,9962417860,265,275,PHONE,9962417860,,0.0,UNRESOLVED
EM00014830,DOC002966,C002966,Swargate,121,129,LOCATION,Swargate,,0.45,AMBIGUOUS
EM00014831,DOC002967,C002967,Isha Bhosale,48,60,PERSON,Isha Bhosale,P004163,0.99,RESOLVED
EM00014832,DOC002967,C002967,Ananya D.,155,164,PERSON,Ananya D.,P003898,0.99,RESOLVED
EM00014833,DOC002967,C002967,MH12JX2245,248,258,VEHICLE,MH12JX2245,,0.0,UNRESOLVED
EM00014834,DOC002967,C002967,9752804670,278,288,PHONE,9752804670,,0.0,UNRESOLVED
EM00014835,DOC002967,C002967,Bhosari,135,142,LOCATION,Bhosari,,0.45,AMBIGUOUS
EM00014836,DOC002968,C002968,Saurabh Gore,49,61,PERSON,Saurabh Gore,P004462,0.99,RESOLVED
EM00014837,DOC002968,C002968,Sahil Pande,152,163,PERSON,Sahil Pande,P006058,0.99,RESOLVED
EM00014838,DOC002968,C002968,MH42MJ5998,247,257,VEHICLE,MH42MJ5998,,0.0,UNRESOLVED
EM00014839,DOC002968,C002968,9165570720,277,287,PHONE,9165570720,,0.0,UNRESOLVED
EM00014840,DOC002968,C002968,Chinchwad,130,139,LOCATION,Chinchwad,,0.45,AMBIGUOUS
EM00014841,DOC002969,C002969,Neha Raj Thakur,47,62,PERSON,Neha Raj Thakur,P002856,0.99,RESOLVED
EM00014842,DOC002969,C002969,Kajal Kumar Thakur,146,164,PERSON,Kajal Kumar Thakur,P001446,0.99,RESOLVED
EM00014843,DOC002969,C002969,MH42BF2540,248,258,VEHICLE,MH42BF2540,,0.0,UNRESOLVED
EM00014844,DOC002969,C002969,9485919221,278,288,PHONE,9485919221,,0.0,UNRESOLVED
EM00014845,DOC002969,C002969,Shivajinagar,121,133,LOCATION,Shivajinagar,,0.45,AMBIGUOUS
EM00014846,DOC002970,C002970,Mayur Sharma,46,58,PERSON,Mayur Sharma,P002872,0.99,RESOLVED
EM00014847,DOC002970,C002970,Pooja Anil Kadam,164,180,PERSON,Pooja Anil Kadam,P002103,0.99,RESOLVED
EM00014848,DOC002970,C002970,MH15RB1947,264,274,VEHICLE,MH15RB1947,,0.0,UNRESOLVED
EM00014849,DOC002970,C002970,9339062022,294,304,PHONE,9339062022,,0.0,UNRESOLVED
EM00014850,DOC002970,C002970,Yerawada,143,151,LOCATION,Yerawada,,0.45,AMBIGUOUS
EM00014851,DOC002971,C002971,Vaishnavi R Deshmukh,45,65,PERSON,Vaishnavi R Deshmukh,P006492,0.99,RESOLVED
EM00014852,DOC002971,C002971,Gaurav P.,169,178,PERSON,Gaurav P.,P000804,0.99,RESOLVED
EM00014853,DOC002971,C002971,MH42PR3912,262,272,VEHICLE,MH42PR3912,,0.0,UNRESOLVED
EM00014854,DOC002971,C002971,9811512019,292,302,PHONE,9811512019,,0.0,UNRESOLVED
EM00014855,DOC002971,C002971,Yerawada,148,156,LOCATION,Yerawada,,0.45,AMBIGUOUS
EM00014856,DOC002972,C002972,Pooja Kumar Deshmukh,47,67,PERSON,Pooja Kumar Deshmukh,P004593,0.99,RESOLVED
EM00014857,DOC002972,C002972,Pallavi Vijay Desai,158,177,PERSON,Pallavi Vijay Desai,P002105,0.99,RESOLVED
EM00014858,DOC002972,C002972,MH14LE2178,261,271,VEHICLE,MH14LE2178,,0.0,UNRESOLVED
EM00014859,DOC002972,C002972,9313583286,291,301,PHONE,9313583286,,0.0,UNRESOLVED
EM00014860,DOC002972,C002972,Wakad,140,145,LOCATION,Wakad,,0.45,AMBIGUOUS
EM00014861,DOC002973,C002973,Gaurav Kulkarni,49,64,PERSON,Gaurav Kulkarni,P003328,0.99,RESOLVED
EM00014862,DOC002973,C002973,Gaurav D More,147,160,PERSON,Gaurav D More,P003069,0.99,RESOLVED
EM00014863,DOC002973,C002973,MH42NP5218,244,254,VEHICLE,MH42NP5218,,0.0,UNRESOLVED
EM00014864,DOC002973,C002973,9941092343,274,284,PHONE,9941092343,,0.0,UNRESOLVED
EM00014865,DOC002973,C002973,Viman Nagar,123,134,LOCATION,Viman Nagar,,0.45,AMBIGUOUS
EM00014866,DOC002974,C002974,Tejas R Salunkhe,48,64,PERSON,Tejas R Salunkhe,P002909,0.99,RESOLVED
EM00014867,DOC002974,C002974,Amit Prakash Gaikwad,157,177,PERSON,Amit Prakash Gaikwad,P002176,0.99,RESOLVED
EM00014868,DOC002974,C002974,MH15YO8648,261,271,VEHICLE,MH15YO8648,,0.0,UNRESOLVED
EM00014869,DOC002974,C002974,9452790137,291,301,PHONE,9452790137,,0.0,UNRESOLVED
EM00014870,DOC002974,C002974,Aundh,139,144,LOCATION,Aundh,,0.45,AMBIGUOUS
EM00014871,DOC002975,C002975,Yash Deshmukh,49,62,PERSON,Yash Deshmukh,P000691,0.99,RESOLVED
EM00014872,DOC002975,C002975,Ananya Pande,157,169,PERSON,Ananya Pande,P001112,0.99,RESOLVED
EM00014873,DOC002975,C002975,MH14BE2852,253,263,VEHICLE,MH14BE2852,,0.0,UNRESOLVED
EM00014874,DOC002975,C002975,9465183293,283,293,PHONE,9465183293,,0.0,UNRESOLVED
EM00014875,DOC002975,C002975,Katraj,138,144,LOCATION,Katraj,,0.45,AMBIGUOUS
EM00014876,DOC002976,C002976,Tejas Mane,48,58,PERSON,Tejas Mane,P000595,0.99,RESOLVED
EM00014877,DOC002976,C002976,Vikas P Gore,149,161,PERSON,Vikas P Gore,P001303,0.99,RESOLVED
EM00014878,DOC002976,C002976,MH42WR3305,245,255,VEHICLE,MH42WR3305,,0.0,UNRESOLVED
EM00014879,DOC002976,C002976,9353655088,275,285,PHONE,9353655088,,0.0,UNRESOLVED
EM00014880,DOC002976,C002976,Wakad,131,136,LOCATION,Wakad,,0.45,AMBIGUOUS
EM00014881,DOC002977,C002977,P. Joshi,47,55,PERSON,P. Joshi,P005138,0.99,RESOLVED
EM00014882,DOC002977,C002977,Sakshi Sanjay Kale,151,169,PERSON,Sakshi Sanjay Kale,P004132,0.99,RESOLVED
EM00014883,DOC002977,C002977,MH15NM5398,253,263,VEHICLE,MH15NM5398,,0.0,UNRESOLVED
EM00014884,DOC002977,C002977,9712572731,283,293,PHONE,9712572731,,0.0,UNRESOLVED
EM00014885,DOC002977,C002977,Kondhwa,131,138,LOCATION,Kondhwa,,0.45,AMBIGUOUS
EM00014886,DOC002978,C002978,Abhishek C.,45,56,PERSON,Abhishek C.,P003491,0.99,RESOLVED
EM00014887,DOC002978,C002978,Atharva D Bhosale,157,174,PERSON,Atharva D Bhosale,P003076,0.99,RESOLVED
EM00014888,DOC002978,C002978,MH12IU2669,258,268,VEHICLE,MH12IU2669,,0.0,UNRESOLVED
EM00014889,DOC002978,C002978,9311962791,288,298,PHONE,9311962791,,0.0,UNRESOLVED
EM00014890,DOC002978,C002978,Vishrantwadi,132,144,LOCATION,Vishrantwadi,,0.45,AMBIGUOUS
EM00014891,DOC002979,C002979,Sneha Kulkarni,47,61,PERSON,Sneha Kulkarni,P006354,0.99,RESOLVED
EM00014892,DOC002979,C002979,Amit V Wagh,150,161,PERSON,Amit V Wagh,P001585,0.99,RESOLVED
