person_id,full_name,alias_name,gender,date_of_birth,age,nationality,occupation,address,city,district,state,pincode,email,person_status,known_since,source_system,record_confidence,created_at,updated_at
P005418,Aniket Pande,,Male,1967-12-04,58,Indian,Driver / Transport,"40, Temple Road, Swargate, Pune",Pune,Pune,Maharashtra,411037,aniket.pande924@example.test,Victim,2012-09-20,CASE_DB,0.894,2017-02-28T02:03:00,2022-04-08T22:48:00
P001207,Sahil Wagh,Sahil W.,Male,1989-11-16,36,Indian,Business Owner,"94, Market Road, Wakad, Pune",Pune,Pune,Maharashtra,411057,swagh859@example.test,Accused,2016-08-07,CASE_DB,0.944,2025-02-10T06:53:00,2026-02-15T08:55:00
P003835,Vidya D Sawant,,Female,1991-10-21,34,Indian,Skilled Worker,"879, Station Road, Hadapsar, Pune",Pune,Pune,Maharashtra,411028,vidya.sawant@example.test,Witness,2019-06-14,IDENTITY_DB,0.922,2024-07-17T05:31:00,2026-04-11T01:34:00
P005406,Kunal Deshmukh,Kunal D.,Male,1985-09-23,40,Indian,Self Employed,"591, Park Road, Shivajinagar, Pune",Pune,Pune,Maharashtra,411005,,Person of Interest,2014-12-15,IDENTITY_DB,0.922,2020-02-10T13:51:00,2024-09-16T22:10:00
P000629,Arjun Bhosale,Arjun,Male,1993-04-25,33,Indian,Driver / Transport,"594, Link Road, Swargate, Pune",Pune,Pune,Maharashtra,411037,arjun.bhosale758@example.test,Victim,2022-03-14,IDENTITY_DB,0.972,2022-08-10T20:34:00,2024-08-10T20:29:00
P002600,Aarav Gore,,Male,1997-05-07,29,Indian,Skilled Worker,"790, Main Road, Katraj, Pune",Pune,Pune,Maharashtra,411046,agore831@example.test,Complainant,2016-07-24,INTELLIGENCE_DB,0.88,2020-06-03T14:16:00,2021-07-16T23:06:00
P005906,Swati Patil,,Female,1973-03-24,53,Indian,Government Employee,"201, Market Road, Kothrud, Pune",Pune,Pune,Maharashtra,411038,swati.patil@example.test,Witness,2019-08-13,FIELD_REPORT,0.852,2020-12-25T22:34:00,2022-11-18T22:13:00
P005635,Riyaan M.,Riyaan M.,Other,1980-02-18,46,Indian,Retired,"83, Park Road, Viman Nagar, Pune",Pune,Pune,Maharashtra,411014,riyaanmane@example.test,Victim,2014-10-25,CASE_DB,0.944,2020-08-04T06:22:00,2023-08-20T16:42:00
P001753,Rohit Ramesh Naik,Rohit,Male,1998-02-17,28,Indian,Self Employed,"269, Main Road, Dhankawadi, Pune",Pune,Pune,Maharashtra,411043,rohit.naik355@example.test,Complainant,2015-03-31,CASE_DB,0.944,2016-05-10T09:30:00,2023-04-14T18:59:00
P005572,Sahil Thakur,,Male,1969-11-01,56,Indian,Self Employed,"273, Market Road, Swargate, Pune",Pune,Pune,Maharashtra,411037,sthakur660@example.test,Complainant,2023-01-11,IDENTITY_DB,0.922,2025-07-23T10:55:00,2026-04-20T05:24:00
P000741,Aditi Thakur,Aditi,Female,2002-03-02,24,Indian,Student,"968, College Road, Chinchwad, Pune",Pune,Pune,Maharashtra,411033,aditi.thakur@example.test,Witness,2013-11-02,CASE_DB,0.944,2020-12-14T01:11:00,2026-07-23T19:32:00
P003155,Mayur Kale,,Male,1988-05-16,38,Indian,Skilled Worker,"112, Market Road, Aundh, Pune",Pune,Pune,Maharashtra,411007,mayurkale@example.test,Victim,2017-08-03,CASE_DB,0.894,2019-11-17T07:37:00,2025-05-11T19:09:00
P003184,Vikas Gore,Vikas,Male,2001-05-16,25,British,Business Owner,"314, College Road, Baner, Pune",Pune,Pune,Maharashtra,411045,vikas.gore779@example.test,Witness,2022-01-01,CASE_DB,0.944,2024-02-11T04:13:00,2025-12-27T23:44:00
P004790,Shruti Joshi,Shruti Prakash,Female,2000-01-27,26,Indian,Private Employee,"75, Nagar Road, Hadapsar, Pune",Pune,Pune,Maharashtra,411028,sjoshi629@example.test,Witness,2013-04-15,CASE_DB,0.944,2025-02-09T18:18:00,2025-03-29T11:03:00
P001023,Omkar Thakur,,Male,1993-10-16,32,Indian,Self Employed,"915, Canal Road, Baner, Pune",Pune,Pune,Maharashtra,411045,omkar.thakur@example.test,Complainant,2018-07-14,LEGACY_DB,0.824,2023-06-08T11:20:00,2023-12-08T20:44:00
P003212,Harsh Deshmukh,Harsh,Male,1985-08-15,41,Indian,Self Employed,"753, Station Road, Baner, Pune",Pune,Pune,Maharashtra,411045,harshdeshmukh@example.test,Person of Interest,2025-02-13,IDENTITY_DB,0.972,2025-07-16T04:29:00,2026-08-23T20:04:00
P002429,Aniket Joshi,,Male,1988-09-25,37,Indian,Self Employed,"790, Park Road, Wakad, Pune",Pune,Pune,Maharashtra,411057,aniket.joshi815@example.test,Victim,2012-03-04,LEGACY_DB,0.824,2017-03-18T05:18:00,2021-09-24T01:34:00
P000268,Shubham Mahesh Deshmukh,,Male,1994-12-26,31,Indian,Business Owner,"800, Market Road, Shivajinagar, Pune",Pune,Pune,Maharashtra,411005,,Witness,2022-04-03,CASE_DB,0.844,2026-08-13T22:17:00,2026-08-15T07:06:00
P005145,Vikas Desai,,Male,1992-05-24,34,Indian,Unemployed,"370, Main Road, Kothrud, Pune",Pune,Pune,Maharashtra,411038,vikas.desai@example.test,Witness,2025-08-07,IDENTITY_DB,0.922,2025-09-23T18:33:00,2025-12-25T15:45:00
P001246,Aarav Kale,,Male,1990-11-10,35,Indian,Student,"91, Link Road, Swargate, Pune",Pune,Pune,Maharashtra,411037,aaravkale@example.test,Person of Interest,2014-05-06,LEGACY_DB,0.824,2026-06-28T10:27:00,2026-07-30T02:24:00
P002252,Atharva Dilip Pawar,,Male,1992-01-02,34,Indian,Private Employee,"818, Market Road, Katraj, Pune",Pune,Pune,Maharashtra,411046,atharva.pawar101@example.test,Victim,2017-01-04,CASE_DB,0.894,2023-04-12T16:21:00,2024-01-10T09:23:00
P004151,Kavya Pande,,Female,1974-12-26,51,Indian,Professional,"86, Park Road, Hadapsar, Pune",Pune,Pune,Maharashtra,411028,kpande484@example.test,Accused,2025-07-27,CASE_DB,0.894,2026-07-13T03:48:00,2026-08-08T02:33:00
P000165,Saurabh Chavan,,Male,1990-07-20,36,Sri Lankan,Government Employee,"515, Main Road, Kothrud, Pune",Pune,Pune,Maharashtra,411038,saurabh.chavan@example.test,Person of Interest,2013-03-10,COURT_RECORD,0.908,2021-01-02T08:49:00,2024-01-01T11:41:00
P000008,Aditi S Shinde,,Female,1995-06-27,31,Indian,Private Employee,"393, Station Road, Aundh, Pune",Pune,Pune,Maharashtra,411007,aditishinde@example.test,Witness,2018-09-26,FIELD_REPORT,0.852,2021-11-24T08:09:00,2023-10-19T05:03:00
P006914,Aditi Sawant,Aditi,Female,1989-03-12,37,Indian,Private Employee,"788, Link Road, Swargate, Pune",Pune,Pune,Maharashtra,411037,aditi.sawant644@example.test,Person of Interest,2015-07-18,IDENTITY_DB,0.972,2025-06-29T08:22:00,2025-09-07T22:24:00
P006585,Shreya Dilip Pande,,Female,1984-05-28,42,Indian,Private Employee,"720, Station Road, Swargate, Pune",Pune,Pune,Maharashtra,411037,spande891@example.test,Person of Interest,2019-02-25,COURT_RECORD,0.908,2022-05-03T09:28:00,2022-06-23T16:37:00
P001231,Kavya Dhumal,K. Dhumal,Female,1968-02-14,58,Indian,Student,"524, Park Road, Kothrud, Pune",Pune,Pune,Maharashtra,411038,kavya.dhumal@example.test,Complainant,2016-12-31,COURT_RECORD,0.958,2022-11-21T00:13:00,2025-07-18T15:20:00
P004420,Sneha S Kale,Sneha Anil,Female,1986-05-18,40,Indian,Business Owner,"609, Canal Road, Dhankawadi, Pune",Pune,Pune,Maharashtra,411043,snehakale@example.test,Witness,2014-03-08,FIELD_REPORT,0.902,2014-07-01T03:51:00,2016-11-16T14:54:00
P002067,Rohit K Kale,,Male,1989-04-28,37,Indian,Student,"749, Nagar Road, Dhankawadi, Pune",Pune,Pune,Maharashtra,411043,rohit.kale658@example.test,Other,2012-03-19,FIELD_REPORT,0.852,2013-02-09T21:00:00,2015-03-25T19:05:00
P001102,Simran Patil,,Female,1975-10-16,50,Indian,Student,"205, Ring Road, Pimpri, Pune",Pune,Pune,Maharashtra,411018,spatil805@example.test,Complainant,2014-06-19,FIELD_REPORT,0.852,2019-11-05T19:34:00,2022-12-30T05:31:00
P005374,Saurabh Thakur,,Male,1996-12-01,29,Indian,Student,"276, Ring Road, Kondhwa, Pune",Pune,Pune,Maharashtra,411048,saurabh.thakur@example.test,Complainant,2016-08-21,CASE_DB,0.894,2024-10-17T19:17:00,2026-06-15T09:55:00
P006623,Riya Kulkarni,,Female,1980-12-14,45,Indian,Business Owner,"495, Temple Road, Katraj, Pune",Pune,Pune,Maharashtra,411046,riyakulkarni@example.test,Witness,2013-07-26,CASE_DB,0.894,2013-10-17T11:53:00,2014-11-29T13:22:00
P005095,Yash Kale,,Male,1968-05-12,58,Indian,Retired,"899, Canal Road, Vishrantwadi, Pune",Pune,Pune,Maharashtra,411015,yash.kale264@example.test,Person of Interest,2018-08-25,IDENTITY_DB,0.922,2022-10-27T20:17:00,2024-11-10T23:14:00
P002067,Rohit K.,,Male,1989-04-28,37,Indian,Student,"501, Main Road, Dhankawadi, Pune",Pune,Pune,Maharashtra,411043,rkale518@example.test,Witness,2013-10-11,IDENTITY_DB,0.922,2025-03-23T23:11:00,2025-07-02T07:17:00
P004214,Kunal J.,,Male,1997-04-18,29,Indian,Private Employee,"215, Temple Road, Viman Nagar, Pune",Pune,Pune,Maharashtra,411014,kunal.jadhav@example.test,Accused,2022-03-11,CASE_DB,0.894,2023-03-29T12:50:00,2025-10-13T19:29:00
P000116,Shruti Kadam,,Female,1987-12-03,38,Indian,Student,"902, Station Road, Hadapsar, Pune",Pune,Pune,Maharashtra,411028,shrutikadam@example.test,Person of Interest,2014-07-09,COURT_RECORD,0.908,2022-02-05T03:04:00,2024-03-14T19:44:00
P000483,Nikhil S More,,Male,1982-12-09,43,Indian,Self Employed,"797, Nagar Road, Kondhwa, Pune",Pune,Pune,Maharashtra,411048,nikhil.more409@example.test,Witness,2018-02-04,COURT_RECORD,0.908,2025-11-02T22:26:00,2026-03-16T08:48:00
P003902,Arjun Sutar,,Male,2004-03-10,22,Indian,Student,"602, Temple Road, Katraj, Pune",Pune,Pune,Maharashtra,411046,asutar836@example.test,Complainant,2012-05-01,COURT_RECORD,0.908,2024-03-11T11:24:00,2024-05-22T09:15:00
P002476,Swati Joshi,,Female,1989-08-18,37,Indian,Skilled Worker,"611, Market Road, Bhosari, Pune",Pune,Pune,Maharashtra,411039,swati.joshi@example.test,Witness,2025-11-02,CASE_DB,0.894,2025-12-28T19:44:00,2026-08-24T01:24:00
P006707,Sonali D Bhosale,,Female,2000-05-21,26,Indian,Government Employee,"741, Main Road, Chinchwad, Pune",Pune,Pune,Maharashtra,411033,sonalibhosale@example.test,Witness,2022-08-29,FIELD_REPORT,0.852,2026-04-01T13:58:00,2026-06-29T03:05:00
P004769,Nikhil Jadhav,,Male,1980-08-13,46,Indian,Business Owner,"692, Link Road, Swargate, Pune",Pune,Pune,Maharashtra,411037,nikhil.jadhav590@example.test,Person of Interest,2015-04-07,CASE_DB,0.894,2024-08-11T09:48:00,2025-12-23T18:05:00
P005976,Swati Mahesh Wagh,,Female,1992-07-06,34,Indian,Private Employee,"305, Ring Road, Kothrud, Pune",Pune,Pune,Maharashtra,411038,swagh339@example.test,Accused,2025-06-05,COURT_RECORD,0.908,2026-07-18T14:56:00,2026-08-07T12:39:00
P005926,Rohit More,,Male,1984-09-24,41,Indian,Private Employee,"534, Ring Road, Swargate, Pune",Pune,Pune,Maharashtra,411037,rohit.more@example.test,Victim,2012-10-01,IDENTITY_DB,0.922,2018-05-26T18:27:00,2026-08-03T21:59:00
P000839,Meera Kadam,,Female,1999-04-10,27,Indian,Retired,"828, Market Road, Bhosari, Pune",Pune,Pune,Maharashtra,411039,meerakadam@example.test,Other,2016-10-24,LEGACY_DB,0.824,2024-12-17T12:58:00,2025-02-04T09:36:00
P003471,Tejas Shinde,Tejas Sanjay,Male,1998-05-24,28,Indian,Private Employee,"780, Link Road, Baner, Pune",Pune,Pune,Maharashtra,411045,tejas.shinde920@example.test,Accused,2016-10-30,CASE_DB,0.944,2017-03-04T23:40:00,2018-10-21T08:59:00
P005003,Sneha Anil Wagh,,Female,2005-12-20,20,Indian,Student,"245, Market Road, Hadapsar, Pune",Pune,Pune,Maharashtra,411028,swagh96@example.test,Other,2016-09-29,FIELD_REPORT,0.852,2019-01-11T13:56:00,2021-06-25T03:26:00
P004534,Madhura Sanjay Sawant,,Female,1962-10-13,63,Indian,Retired,"495, Station Road, Katraj, Pune",Pune,Pune,Maharashtra,411046,madhura.sawant@example.test,Other,2022-09-30,COURT_RECORD,0.908,2025-03-25T16:01:00,2026-03-07T05:52:00
P003970,Saurabh Chavan,,Male,2000-04-08,26,Indian,Private Employee,"795, College Road, Hadapsar, Pune",Pune,Pune,Maharashtra,411028,saurabhchavan@example.test,Victim,2024-10-07,COURT_RECORD,0.908,2024-11-10T17:00:00,2025-06-16T13:37:00
P004478,Vikas Pawar,,Male,1970-08-27,56,Indian,Government Employee,"102, Canal Road, Wakad, Pune",Pune,Pune,Maharashtra,411057,vikas.pawar94@example.test,Person of Interest,2023-01-07,INTELLIGENCE_DB,0.88,2025-04-03T03:55:00,2025-11-17T03:02:00
P003907,Ananya Pande,Ananya,Female,1967-05-16,59,Indian,Professional,"620, Canal Road, Aundh, Pune",Pune,Pune,Maharashtra,411007,apande495@example.test,Witness,2012-09-13,COURT_RECORD,0.958,2015-03-09T13:44:00,2025-03-22T06:05:00
P002921,Vikas Naik,,Male,2003-12-22,22,Indian,Business Owner,"83, College Road, Viman Nagar, Pune",Pune,Pune,Maharashtra,411014,vikas.naik@example.test,Accused,2024-10-17,LEGACY_DB,0.824,2024-12-18T00:07:00,2026-01-09T15:51:00
P000058,Riya S Patil,,Female,1990-02-16,36,Indian,Private Employee,"980, Ring Road, Shivajinagar, Pune",Pune,Pune,Maharashtra,411005,riyapatil@example.test,Witness,2017-09-11,FIELD_REPORT,0.852,2021-04-24T01:20:00,2021-10-31T18:24:00
P002022,Mayur Vijay Joshi,,Male,1986-11-11,39,Indian,Self Employed,"935, Canal Road, Aundh, Pune",Pune,Pune,Maharashtra,411007,mayur.joshi679@example.test,Witness,2024-06-26,FIELD_REPORT,0.852,2024-08-10T10:32:00,2024-10-21T16:16:00
P005413,Abhishek Pawar,,Male,1991-02-01,35,Indian,Skilled Worker,"64, Temple Road, Hadapsar, Pune",Pune,Pune,Maharashtra,411028,apawar268@example.test,Witness,2013-07-12,FIELD_REPORT,0.852,2016-08-06T10:00:00,2024-02-17T07:29:00
P006400,Aarav S Patil,,Male,1990-02-06,36,Indian,Self Employed,"55, Temple Road, Hadapsar, Pune",Pune,Pune,Maharashtra,411028,aarav.patil@example.test,Witness,2019-01-09,IDENTITY_DB,0.922,2022-11-13T02:16:00,2026-06-07T19:03:00
P005634,Riya Jadhav,,Female,1995-11-21,30,Indian,Private Employee,"589, Link Road, Pimpri, Pune",Pune,Pune,Maharashtra,411018,riyajadhav@example.test,Accused,2021-01-21,IDENTITY_DB,0.922,2022-04-18T15:56:00,2025-01-25T04:08:00
P004145,Siddharth Kiran Sutar,,Male,1988-11-28,37,Indian,Homemaker,"818, Station Road, Baner, Pune",Pune,Pune,Maharashtra,411045,siddharth.sutar793@example.test,Person of Interest,2020-10-10,IDENTITY_DB,0.922,2023-06-21T09:38:00,2023-09-10T07:04:00
P002705,Amit A Desai,,Male,1978-01-17,48,Indian,Private Employee,"269, Station Road, Aundh, Pune",Pune,Pune,Maharashtra,411007,adesai97@example.test,Witness,2017-04-04,CASE_DB,0.894,2018-06-27T21:13:00,2023-10-08T17:40:00
P000178,Atharva V Pande,,Male,1967-05-28,59,Indian,Business Owner,"653, Temple Road, Hadapsar, Pune",Pune,Pune,Maharashtra,411028,atharva.pande@example.test,Other,2019-03-17,IDENTITY_DB,0.922,2020-02-07T07:41:00,2023-08-27T23:03:00
P000729,Meera Jadhav,,Female,1975-05-07,51,Indian,Professional,"497, Nagar Road, Yerawada, Pune",Pune,Pune,Maharashtra,411006,meerajadhav@example.test,Witness,2012-03-15,CASE_DB,0.894,2025-01-07T21:12:00,2025-07-27T23:09:00
P001113,Gaurav Dilip Joshi,,Male,1980-09-25,45,Indian,Business Owner,"708, Link Road, Vishrantwadi, Pune",Pune,Pune,Maharashtra,411015,gaurav.joshi229@example.test,Other,2024-07-31,LEGACY_DB,0.824,2025-03-05T09:10:00,2026-05-13T11:42:00
P005249,Dhruv Gaikwad,,Male,1991-03-02,35,Indian,Private Employee,"960, Temple Road, Chinchwad, Pune",Pune,Pune,Maharashtra,411033,dgaikwad21@example.test,Complainant,2019-05-08,COURT_RECORD,0.908,2024-10-31T15:40:00,2026-02-15T14:19:00
P001908,Amit Bhosale,,Male,1973-12-02,52,Indian,Private Employee,"13, Canal Road, Kondhwa, Pune",Pune,Pune,Maharashtra,411048,amit.bhosale@example.test,Witness,2013-04-12,CASE_DB,0.894,2026-07-09T17:49:00,2026-07-31T11:00:00
P006118,Vidya Sharma,,Female,1989-03-19,37,Sri Lankan,Student,"692, College Road, Viman Nagar, Pune",Pune,Pune,Maharashtra,411014,vidyasharma@example.test,Witness,2020-08-20,CASE_DB,0.894,2021-02-08T09:35:00,2022-04-11T08:28:00
P003498,Dhruv S Patil,,Male,1971-09-11,54,Indian,Business Owner,"58, Main Road, Yerawada, Pune",Pune,Pune,Maharashtra,411006,dhruv.patil749@example.test,Victim,2017-10-05,CASE_DB,0.894,2021-11-27T02:11:00,2024-08-05T20:25:00
P006864,Atharva Sharma,,Male,1973-05-04,53,Indian,Private Employee,"759, Market Road, Katraj, Pune",Pune,Pune,Maharashtra,411046,asharma465@example.test,Witness,2013-03-16,LEGACY_DB,0.824,2014-08-22T08:27:00,2022-06-06T12:45:00
P003561,Ananya Sharma,,Female,1994-02-02,32,Indian,Skilled Worker,"190, Park Road, Katraj, Pune",Pune,Pune,Maharashtra,411046,ananya.sharma@example.test,Victim,2020-11-27,LEGACY_DB,0.824,2021-11-21T12:49:00,2022-05-11T17:51:00
P004390,Ritesh Kale,,Male,1975-11-23,50,Indian,Business Owner,"533, Main Road, Dhankawadi, Pune",Pune,Pune,Maharashtra,411043,,Victim,2016-01-25,IDENTITY_DB,0.872,2025-12-10T20:21:00,2026-05-05T16:37:00
P001167,Kajal Naik,,Female,1994-10-25,31,Indian,Self Employed,"621, Ring Road, Hadapsar, Pune",Pune,Pune,Maharashtra,411028,kajal.naik911@example.test,Person of Interest,2022-07-30,IDENTITY_DB,0.922,2024-05-11T06:38:00,2025-09-22T08:08:00
P002554,Harsh Dilip Desai,,Male,1987-06-14,39,Indian,Private Employee,"623, Canal Road, Shivajinagar, Pune",Pune,Pune,Maharashtra,411005,hdesai999@example.test,Complainant,2016-12-10,INTELLIGENCE_DB,0.88,2024-08-02T00:23:00,2025-04-03T21:15:00
P003045,Sahil Sawant,,Male,1983-10-20,42,Indian,Private Employee,"955, College Road, Vishrantwadi, Pune",Pune,Pune,Maharashtra,411015,sahil.sawant@example.test,Accused,2019-11-24,CASE_DB,0.894,2026-05-10T04:54:00,2026-08-12T21:31:00
P002972,Aanya Sawant,,Female,1982-02-10,44,Indian,Business Owner,"470, Canal Road, Vishrantwadi, Pune",Pune,Pune,Maharashtra,411015,aanyasawant@example.test,Witness,2016-09-20,IDENTITY_DB,0.922,2021-02-13T13:51:00,2025-04-04T11:45:00
P000582,Rohan P Shinde,,Male,1993-11-23,32,Indian,Self Employed,"328, Market Road, Katraj, Pune",Pune,Pune,Maharashtra,411046,rohan.shinde677@example.test,Witness,2020-08-07,CASE_DB,0.894,2021-05-03T21:28:00,2024-12-26T23:32:00
P003576,Komal Dilip Jadhav,,Female,1972-11-22,53,Indian,Private Employee,"100, Link Road, Swargate, Pune",Pune,Pune,Maharashtra,411037,kjadhav662@example.test,Witness,2018-05-14,INTELLIGENCE_DB,0.88,2023-03-26T09:19:00,2025-08-26T10:12:00
P004029,Arjun Kumar Dhumal,,Male,1990-05-06,36,American,Private Employee,"387, Market Road, Chinchwad, Pune",Pune,Pune,Maharashtra,411033,arjun.dhumal@example.test,Witness,2012-11-19,FIELD_REPORT,0.852,2025-10-06T05:01:00,2026-01-27T12:21:00
P002687,Harsh Kiran Kale,,Male,1978-05-17,48,Indian,Homemaker,"258, Nagar Road, Chinchwad, Pune",Pune,Pune,Maharashtra,411033,harshkale@example.test,Complainant,2017-11-02,LEGACY_DB,0.824,2024-08-14T16:41:00,2026-04-29T02:10:00
P003593,N. Pande,,Female,1976-09-19,49,Indian,Private Employee,"55, Temple Road, Chinchwad, Pune",Pune,Pune,Maharashtra,411033,neha.pande561@example.test,Accused,2025-09-08,COURT_RECORD,0.908,2025-10-06T22:31:00,2026-05-08T22:55:00
P002757,Shiv W.,Shiv Kumar,Other,1995-11-05,30,Indian,Skilled Worker,"939, Station Road, Hadapsar, Pune",Pune,Pune,Maharashtra,411028,,Accused,2014-02-04,IDENTITY_DB,0.922,2022-10-29T01:08:00,2023-03-11T01:04:00
P002724,Arjun Kulkarni,,Male,1971-09-22,54,Indian,Private Employee,"913, Main Road, Kondhwa, Pune",Pune,Pune,Maharashtra,411048,arjun.kulkarni@example.test,Victim,2018-03-07,CASE_DB,0.894,2024-12-19T04:44:00,2025-06-12T17:36:00
P002222,Mayur Joshi,,Male,1973-06-23,53,Indian,Private Employee,"967, Station Road, Kothrud, Pune",Pune,Pune,Maharashtra,411038,mayurjoshi@example.test,Complainant,2022-04-05,CASE_DB,0.894,2023-10-16T00:42:00,2026-07-02T11:55:00
P005886,Rahul R Patil,,Male,1992-03-22,34,Indian,Private Employee,"535, Park Road, Pimpri, Pune",Pune,Pune,Maharashtra,411018,rahul.patil905@example.test,Complainant,2013-09-10,INTELLIGENCE_DB,0.88,2023-07-27T00:18:00,2025-07-01T13:23:00
P006742,Sakshi Pande,,Female,1984-10-06,41,Indian,Business Owner,"322, Market Road, Hadapsar, Pune",Pune,Pune,Maharashtra,411028,spande103@example.test,Witness,2015-12-13,CASE_DB,0.894,2023-04-27T18:43:00,2026-07-13T01:51:00
P003812,Mayur Sanjay Kulkarni,,Male,1976-07-15,50,Indian,Self Employed,"426, Market Road, Hadapsar, Pune",Pune,Pune,Maharashtra,411028,mayur.kulkarni@example.test,Victim,2022-10-20,COURT_RECORD,0.908,2023-03-15T05:38:00,2024-01-26T01:54:00
P004705,Aanya Pande,,Female,1969-08-10,57,Indian,Self Employed,"69, Market Road, Swargate, Pune",Pune,Pune,Maharashtra,411037,aanyapande@example.test,Complainant,2019-10-16,FIELD_REPORT,0.852,2023-07-26T04:52:00,2026-05-19T07:10:00
P006725,Tejas Kadam,Tejas,Male,1996-05-02,30,Indian,Skilled Worker,"66, Station Road, Kondhwa, Pune",Pune,Pune,Maharashtra,411048,,Accused,2017-05-03,CASE_DB,0.894,2018-11-10T02:56:00,2024-03-09T23:28:00
P000298,S. Kale,,Male,1990-12-13,35,Indian,Private Employee,"985, Ring Road, Kothrud, Pune",Pune,Pune,Maharashtra,411038,skale98@example.test,Witness,2016-08-06,CASE_DB,0.894,2016-12-13T19:28:00,2023-12-27T16:07:00
P000041,Nikhil Dhumal,,Male,1977-07-20,49,Nepalese,Student,"771, Link Road, Kothrud, Pune",Pune,Pune,Maharashtra,411038,,Victim,2023-06-24,COURT_RECORD,0.858,2026-07-05T17:53:00,2026-07-07T21:30:00
P002083,Shruti Dhumal,Shruti,Female,1986-09-04,39,British,Business Owner,"878, Station Road, Swargate, Pune",Pune,Pune,Maharashtra,411037,shrutidhumal@example.test,Witness,2016-04-29,IDENTITY_DB,0.972,2022-10-08T06:12:00,2025-09-24T11:03:00
P001212,Vikas More,,Male,1991-05-17,35,Indian,Student,"494, Nagar Road, Swargate, Pune",Pune,Pune,Maharashtra,411037,vikas.more227@example.test,Accused,2025-08-17,CASE_DB,0.894,2026-05-19T15:53:00,2026-06-30T04:27:00
P000910,Pooja Kulkarni,Pooja K.,Female,1972-12-17,53,Indian,Self Employed,"579, Canal Road, Chinchwad, Pune",Pune,Pune,Maharashtra,411033,pkulkarni130@example.test,Witness,2013-06-26,IDENTITY_DB,0.972,2015-06-16T20:26:00,2021-12-20T22:56:00
P003020,Saurabh Kumar Thakur,S. Thakur,Male,1977-07-04,49,Indian,Private Employee,"166, Park Road, Katraj, Pune",Pune,Pune,Maharashtra,411046,saurabh.thakur@example.test,Witness,2021-05-17,COURT_RECORD,0.958,2022-09-06T14:51:00,2026-01-23T20:06:00
P000740,Rohan M Wagh,,Male,1993-03-11,33,Indian,Government Employee,"127, Main Road, Katraj, Pune",Pune,Pune,Maharashtra,411046,,Witness,2024-11-06,CASE_DB,0.844,2025-04-21T00:31:00,2026-01-21T19:59:00
P002621,Amit Dilip Pawar,,Male,1990-10-23,35,Indian,Driver / Transport,"168, Link Road, Pimpri, Pune",Pune,Pune,Maharashtra,411018,amit.pawar736@example.test,Complainant,2019-06-22,INTELLIGENCE_DB,0.88,2020-04-05T15:14:00,2021-06-27T19:15:00
P005933,Mrunal Sawant,Mrunal Dilip,Female,1993-07-24,33,Indian,Private Employee,"741, Link Road, Kondhwa, Pune",Pune,Pune,Maharashtra,411048,,Person of Interest,2015-10-30,LEGACY_DB,0.824,2021-01-01T14:42:00,2026-01-08T19:02:00
P005989,Rohan Gore,,Male,1960-07-09,66,Indian,Driver / Transport,"525, Market Road, Baner, Pune",Pune,Pune,Maharashtra,411045,rohan.gore@example.test,Other,2018-07-19,COURT_RECORD,0.908,2026-02-23T20:02:00,2026-07-20T12:28:00
P001682,Madhura Dhumal,,Female,1985-11-19,40,Indian,Student,"420, College Road, Kothrud, Pune",Pune,Pune,Maharashtra,411038,madhuradhumal@example.test,Person of Interest,2014-01-22,LEGACY_DB,0.824,2023-08-21T14:11:00,2025-08-28T09:54:00
P003729,Rohit V Mane,,Male,1975-12-14,50,Indian,Student,"686, Ring Road, Pimpri, Pune",Pune,Pune,Maharashtra,411018,rohit.mane476@example.test,Accused,2012-10-08,FIELD_REPORT,0.852,2014-12-30T05:41:00,2024-09-22T13:04:00
P004335,Isha Wagh,,Female,1978-12-19,47,Indian,Professional,"125, Park Road, Shivajinagar, Pune",Pune,Pune,Maharashtra,411005,iwagh534@example.test,Witness,2023-08-24,CASE_DB,0.894,2023-12-05T05:21:00,2024-06-01T20:04:00
P001648,Manish Mahesh Sharma,,Male,1984-10-18,41,Indian,Private Employee,"193, Market Road, Shivajinagar, Pune",Pune,Pune,Maharashtra,411005,manish.sharma@example.test,Witness,2012-01-26,INTELLIGENCE_DB,0.88,2019-08-24T08:50:00,2025-03-20T08:21:00
P004780,Arjun M Kale,,Male,1974-10-28,51,Indian,Business Owner,"396, Station Road, Bhosari, Pune",Pune,Pune,Maharashtra,411039,arjunkale@example.test,Complainant,2013-06-11,FIELD_REPORT,0.852,2025-09-21T01:55:00,2026-06-30T23:59:00
P000529,Aditi Shinde,Aditi,Female,1960-08-20,66,Indian,Driver / Transport,"839, Nagar Road, Yerawada, Pune",Pune,Pune,Maharashtra,411006,aditi.shinde470@example.test,Other,2025-12-04,LEGACY_DB,0.874,2025-12-04T10:19:00,2026-05-19T19:25:00
P000690,Komal Mane,Komal M.,Female,1981-08-08,45,Indian,Professional,"602, Market Road, Kothrud, Pune",Pune,Pune,Maharashtra,411038,kmane531@example.test,Accused,2019-12-22,LEGACY_DB,0.874,2026-03-21T15:16:00,2026-08-10T07:14:00
P000080,R. Kulkarni,,Male,1990-05-17,36,Indian,Self Employed,"307, Temple Road, Kondhwa, Pune",Pune,Pune,Maharashtra,411048,rahul.kulkarni@example.test,Accused,2019-06-10,IDENTITY_DB,0.922,2023-07-24T03:15:00,2025-01-02T23:43:00
