phone_id,phone_number,country_code,carrier,circle,activation_date,deactivation_date,phone_status,registered_person_id,source
PH001584,9496653699,+91,Carrier_C,Maharashtra,2010-07-21,,Active,P003296,SYNTH_LEGACY_DB
PH001585,9134181160,+91,Carrier_B,Maharashtra,2021-08-21,2026-08-29,Inactive,P005347,SYNTH_TELECOM_DB
PH001586,9883319405,+91,Carrier_A,Maharashtra,2018-10-26,,Active,P001622,SYNTH_TELECOM_DB
PH001587,9563158903,+91,Carrier_B,Maharashtra,2026-03-30,,Active,P002200,SYNTH_CDR_DB
PH001588,9947180390,+91,Carrier_E,Maharashtra,2026-01-13,,Active,P000744,SYNTH_TELECOM_DB
PH001589,9786507120,+91,Carrier_B,Maharashtra,2016-11-03,2023-12-15,Reassigned,P003870,SYNTH_CDR_DB
PH001590,9839351322,+91,Carrier_B,Maharashtra,2017-09-16,2018-06-14,Inactive,P003232,SYNTH_LEGACY_DB
PH001591,9590020448,+91,Carrier_D,Maharashtra,2021-07-01,,Active,P004022,SYNTH_TELECOM_DB
PH001592,9101030916,+91,Carrier_B,Maharashtra,2025-06-01,,Active,P002089,SYNTH_TELECOM_DB
PH001593,9181798659,+91,Carrier_B,Maharashtra,2018-03-24,,Active,P004397,SYNTH_TELECOM_DB
PH001594,9125477984,+91,Carrier_D,Maharashtra,2017-02-13,,Active,P000150,SYNTH_LEGACY_DB
PH001595,9447263741,+91,Carrier_D,Maharashtra,2018-04-03,,Active,P006538,SYNTH_IDENTITY_DB
PH001596,9759467615,+91,Carrier_A,Maharashtra,2015-02-22,2022-11-29,Reassigned,P005029,SYNTH_TELECOM_DB
PH001597,9179167870,+91,Carrier_B,Maharashtra,2025-10-27,,Active,P003193,SYNTH_TELECOM_DB
PH001598,9767600802,+91,Carrier_B,Maharashtra,2026-08-08,,Active,P005305,SYNTH_TELECOM_DB
PH001599,9260026542,+91,Carrier_A,Maharashtra,2022-07-23,,Active,P004792,SYNTH_CDR_DB
PH001600,9931342310,+91,Carrier_B,Maharashtra,2014-06-20,,Active,P000928,SYNTH_TELECOM_DB
PH001601,9530476177,+91,Carrier_B,Maharashtra,2023-07-07,,Active,P003619,SYNTH_IDENTITY_DB
PH001602,9596416395,+91,Carrier_B,Maharashtra,2013-09-19,2016-02-16,Reassigned,P001713,SYNTH_TELECOM_DB
PH001603,9361251056,+91,Carrier_E,Maharashtra,2019-08-11,2024-01-31,Inactive,P004481,SYNTH_CDR_DB
PH001604,9762131469,+91,Carrier_B,Maharashtra,2016-06-04,,Active,P002330,SYNTH_CDR_DB
PH001605,9524507476,+91,Carrier_A,Maharashtra,2022-01-18,2026-08-29,Reassigned,P006083,SYNTH_TELECOM_DB
PH001606,9252868181,+91,Carrier_A,Maharashtra,2025-11-06,,Active,P001443,SYNTH_TELECOM_DB
PH001607,9555052000,+91,Carrier_B,Maharashtra,2021-09-06,,Active,P006515,SYNTH_TELECOM_DB
PH001608,9321182346,+91,Carrier_D,Maharashtra,2017-10-21,,Active,P003549,SYNTH_TELECOM_DB
PH001609,9486284187,+91,Carrier_A,Maharashtra,2021-12-26,,Active,P002134,SYNTH_TELECOM_DB
PH001610,9515311789,+91,Carrier_A,Maharashtra,2016-11-28,,Active,P002379,SYNTH_IDENTITY_DB
PH001611,9633846529,+91,Carrier_B,Maharashtra,2013-04-10,,Active,P000576,SYNTH_TELECOM_DB
PH001612,9129109488,+91,Carrier_A,Maharashtra,2017-03-13,,Active,P004395,SYNTH_TELECOM_DB
PH001613,9904074984,+91,Carrier_B,Maharashtra,2010-02-26,2011-09-21,Inactive,P001272,SYNTH_CDR_DB
PH001614,9138520358,+91,Carrier_B,Maharashtra,2016-11-13,2022-09-03,Inactive,P000935,SYNTH_LEGACY_DB
PH001615,9689262488,+91,Carrier_A,Maharashtra,2015-04-07,,Active,P003678,SYNTH_TELECOM_DB
PH001616,9354439051,+91,Carrier_D,Maharashtra,2022-03-13,,Active,P005433,SYNTH_IDENTITY_DB
PH001617,9702690300,+91,Carrier_C,Maharashtra,2014-08-02,,Active,P004862,SYNTH_TELECOM_DB
PH001618,9184580785,+91,Carrier_A,Maharashtra,2020-10-21,,Active,P000422,SYNTH_IDENTITY_DB
PH001619,9876146631,+91,Carrier_C,Maharashtra,2025-09-23,,Active,P004601,SYNTH_LEGACY_DB
PH001620,9284287921,+91,Carrier_B,Maharashtra,2019-01-22,2021-09-22,Inactive,P006535,SYNTH_LEGACY_DB
PH001621,9614573005,+91,Carrier_D,Maharashtra,2023-08-22,2023-10-17,Inactive,P005913,SYNTH_IDENTITY_DB
PH001622,9601242820,+91,Carrier_A,Maharashtra,2011-02-24,,Active,P001358,SYNTH_TELECOM_DB
PH001623,9765167407,+91,Carrier_A,Maharashtra,2019-04-30,,Active,P006308,SYNTH_TELECOM_DB
PH001624,9200732892,+91,Carrier_A,Maharashtra,2015-10-26,2017-09-12,Inactive,P005129,SYNTH_TELECOM_DB
PH001625,9328517685,+91,Carrier_D,Maharashtra,2014-03-10,,Active,P005523,SYNTH_TELECOM_DB
PH001626,9842803035,+91,Carrier_E,Maharashtra,2011-03-26,,Active,P003914,SYNTH_IDENTITY_DB
PH001627,9544274505,+91,Carrier_C,Maharashtra,2021-10-09,2026-08-29,Inactive,P002728,SYNTH_TELECOM_DB
PH001628,9400668555,+91,Carrier_A,Maharashtra,2011-08-13,,Active,P003137,SYNTH_TELECOM_DB
PH001629,9640363633,+91,Carrier_D,Maharashtra,2015-05-19,,Active,P003620,SYNTH_TELECOM_DB
PH001630,9589259001,+91,Carrier_B,Maharashtra,2011-12-08,,Active,P003079,SYNTH_TELECOM_DB
PH001631,9151247153,+91,Carrier_B,Maharashtra,2026-05-20,,Active,P003526,SYNTH_LEGACY_DB
PH001632,9225133634,+91,Carrier_A,Maharashtra,2021-08-16,,Active,P001629,SYNTH_TELECOM_DB
PH001633,9972804540,+91,Carrier_A,Maharashtra,2023-12-17,,Active,P005298,SYNTH_TELECOM_DB
PH001634,9402530498,+91,Carrier_B,Maharashtra,2016-09-14,,Active,P002626,SYNTH_TELECOM_DB
PH001635,9623274178,+91,Carrier_B,Maharashtra,2015-04-07,,Active,P006044,SYNTH_TELECOM_DB
PH001636,9559694649,+91,Carrier_C,Maharashtra,2012-03-12,,Active,P006031,SYNTH_CDR_DB
PH001637,9965122095,+91,Carrier_B,Maharashtra,2024-08-27,,Active,P005257,SYNTH_TELECOM_DB
PH001638,9809206501,+91,Carrier_B,Maharashtra,2024-12-29,2026-08-29,Inactive,P004202,SYNTH_TELECOM_DB
PH001639,9706946328,+91,Carrier_C,Maharashtra,2026-04-17,,Active,P004401,SYNTH_TELECOM_DB
PH001640,9696429129,+91,Carrier_A,Maharashtra,2022-11-24,2023-03-19,Suspended,P001752,SYNTH_CDR_DB
PH001641,9567584222,+91,Carrier_A,Maharashtra,2019-04-02,,Active,P005819,SYNTH_CDR_DB
PH001642,9671364929,+91,Carrier_D,Maharashtra,2013-03-22,,Active,P006890,SYNTH_TELECOM_DB
PH001643,9774168611,+91,Carrier_C,Maharashtra,2023-06-29,,Active,P001998,SYNTH_TELECOM_DB
PH001644,9512970674,+91,Carrier_C,Maharashtra,2019-04-11,2020-03-22,Suspended,P006445,SYNTH_TELECOM_DB
PH001645,9169757625,+91,Carrier_C,Maharashtra,2025-07-27,,Active,P001712,SYNTH_TELECOM_DB
PH001646,9595081463,+91,Carrier_A,Maharashtra,2011-05-08,,Active,P002470,SYNTH_TELECOM_DB
PH001647,9349563951,+91,Carrier_C,Maharashtra,2024-02-27,,Active,P004591,SYNTH_TELECOM_DB
PH001648,9738278741,+91,Carrier_B,Maharashtra,2020-01-13,2026-07-10,Reassigned,P005064,SYNTH_TELECOM_DB
PH001649,9170560245,+91,Carrier_A,Maharashtra,2021-12-12,,Active,P000340,SYNTH_IDENTITY_DB
PH001650,9485661870,+91,Carrier_C,Maharashtra,2015-08-20,,Active,P004863,SYNTH_TELECOM_DB
PH001651,9911594499,+91,Carrier_B,Maharashtra,2020-12-12,,Active,P001759,SYNTH_TELECOM_DB
PH001652,9559848335,+91,Carrier_E,Maharashtra,2021-07-25,,Active,P000106,SYNTH_CDR_DB
PH001653,9499840758,+91,Carrier_B,Maharashtra,2023-01-01,,Active,P002169,SYNTH_TELECOM_DB
PH001654,9384636081,+91,Carrier_C,Maharashtra,2024-02-01,,Active,P005922,SYNTH_TELECOM_DB
PH001655,9797127378,+91,Carrier_A,Maharashtra,2017-01-13,,Active,P000905,SYNTH_TELECOM_DB
PH001656,9154084830,+91,Carrier_B,Maharashtra,2023-07-04,2026-08-29,Inactive,P004998,SYNTH_TELECOM_DB
PH001657,9291352082,+91,Carrier_A,Maharashtra,2015-01-13,,Active,P006373,SYNTH_LEGACY_DB
PH001658,9332993907,+91,Carrier_C,Maharashtra,2010-10-31,,Active,P005009,SYNTH_TELECOM_DB
PH001659,9452173049,+91,Carrier_C,Maharashtra,2025-07-01,,Active,P006209,SYNTH_IDENTITY_DB
PH001660,9645787699,+91,Carrier_A,Maharashtra,2013-12-12,,Active,P003083,SYNTH_TELECOM_DB
PH001661,9883264956,+91,Carrier_A,Maharashtra,2024-04-14,2026-08-29,Inactive,P002241,SYNTH_CDR_DB
PH001662,9464837336,+91,Carrier_D,Maharashtra,2017-07-22,2018-07-24,Suspended,P004783,SYNTH_CDR_DB
PH001663,9488301480,+91,Carrier_C,Maharashtra,2023-01-20,,Active,P001177,SYNTH_IDENTITY_DB
PH001664,9913890036,+91,Carrier_A,Maharashtra,2016-04-06,2022-12-13,Reassigned,P005530,SYNTH_TELECOM_DB
PH001665,9749971478,+91,Carrier_C,Maharashtra,2021-06-03,,Active,P005227,SYNTH_TELECOM_DB
PH001666,9568872448,+91,Carrier_D,Maharashtra,2010-07-02,2014-09-07,Inactive,P002450,SYNTH_LEGACY_DB
PH001667,9415086072,+91,Carrier_A,Maharashtra,2021-07-29,,Active,P004703,SYNTH_IDENTITY_DB
PH001668,9672671989,+91,Carrier_C,Maharashtra,2015-09-24,,Active,P004752,SYNTH_TELECOM_DB
PH001669,9923193111,+91,Carrier_A,Maharashtra,2020-04-29,2025-10-06,Inactive,P003512,SYNTH_LEGACY_DB
PH001670,9930350363,+91,Carrier_C,Maharashtra,2020-05-10,2021-08-13,Inactive,P005687,SYNTH_TELECOM_DB
PH001671,9471304134,+91,Carrier_A,Maharashtra,2021-06-26,,Active,P006734,SYNTH_TELECOM_DB
PH001672,9327445675,+91,Carrier_A,Maharashtra,2018-05-12,,Active,P000180,SYNTH_TELECOM_DB
PH001673,9680684492,+91,Carrier_C,Maharashtra,2024-02-26,2026-05-18,Inactive,P000511,SYNTH_CDR_DB
PH001674,9567745681,+91,Carrier_A,Maharashtra,2015-02-09,2017-02-06,Suspended,P002209,SYNTH_IDENTITY_DB
PH001675,9971295380,+91,Carrier_B,Maharashtra,2024-02-11,2024-06-27,Inactive,P004536,SYNTH_IDENTITY_DB
PH001676,9972548651,+91,Carrier_D,Maharashtra,2021-10-14,,Active,P003231,SYNTH_TELECOM_DB
PH001677,9565617341,+91,Carrier_A,Maharashtra,2021-12-17,,Active,P002543,SYNTH_TELECOM_DB
PH001678,9730703838,+91,Carrier_C,Maharashtra,2017-06-03,2019-03-07,Suspended,P000600,SYNTH_IDENTITY_DB
PH001679,9903434885,+91,Carrier_C,Maharashtra,2021-08-29,,Active,P000009,SYNTH_LEGACY_DB
PH001680,9545638625,+91,Carrier_B,Maharashtra,2012-08-18,2018-09-18,Inactive,P006732,SYNTH_CDR_DB
PH001681,9372921025,+91,Carrier_B,Maharashtra,2020-11-25,2026-08-29,Inactive,P001571,SYNTH_CDR_DB
PH001682,9460668473,+91,Carrier_A,Maharashtra,2020-01-18,,Active,P002481,SYNTH_CDR_DB
PH001683,9633285555,+91,Carrier_A,Maharashtra,2020-06-11,,Active,P000328,SYNTH_TELECOM_DB
PH001684,9664766858,+91,Carrier_A,Maharashtra,2025-08-21,,Active,P005128,SYNTH_TELECOM_DB
PH001685,9431317645,+91,Carrier_B,Maharashtra,2026-07-16,,Active,P002803,SYNTH_CDR_DB
PH001686,9645461026,+91,Carrier_B,Maharashtra,2013-02-25,,Active,P003859,SYNTH_TELECOM_DB
PH001687,9762497201,+91,Carrier_D,Maharashtra,2011-04-20,2012-12-27,Suspended,P005227,SYNTH_TELECOM_DB
PH001688,9235833479,+91,Carrier_B,Maharashtra,2024-09-28,,Active,P002587,SYNTH_CDR_DB
PH001689,9415589135,+91,Carrier_D,Maharashtra,2022-05-15,2026-08-29,Reassigned,P005833,SYNTH_TELECOM_DB
PH001690,9710472384,+91,Carrier_C,Maharashtra,2021-05-02,,Active,P001300,SYNTH_CDR_DB
PH001691,9525769948,+91,Carrier_B,Maharashtra,2020-03-27,,Active,P005127,SYNTH_CDR_DB
PH001692,9363839641,+91,Carrier_C,Maharashtra,2019-01-03,,Active,P004823,SYNTH_TELECOM_DB
PH001693,9522670836,+91,Carrier_C,Maharashtra,2021-08-26,,Active,P004994,SYNTH_TELECOM_DB
PH001694,9761506081,+91,Carrier_A,Maharashtra,2014-06-08,,Active,P001620,SYNTH_IDENTITY_DB
PH001695,9229695601,+91,Carrier_B,Maharashtra,2010-10-06,,Active,P003524,SYNTH_TELECOM_DB
PH001696,9776239600,+91,Carrier_C,Maharashtra,2021-04-28,,Active,P002416,SYNTH_IDENTITY_DB
PH001697,9865485704,+91,Carrier_B,Maharashtra,2022-07-29,,Active,P004479,SYNTH_IDENTITY_DB
PH001698,9213317142,+91,Carrier_C,Maharashtra,2015-04-16,,Active,P002011,SYNTH_TELECOM_DB
PH001699,9621419396,+91,Carrier_E,Maharashtra,2015-11-16,,Active,P005219,SYNTH_CDR_DB
PH001700,9112727363,+91,Carrier_B,Maharashtra,2021-03-12,,Active,P005550,SYNTH_TELECOM_DB
PH001701,9285075169,+91,Carrier_D,Maharashtra,2010-11-09,,Active,P004220,SYNTH_CDR_DB
PH001702,9239227135,+91,Carrier_A,Maharashtra,2021-10-29,,Active,P004605,SYNTH_TELECOM_DB
PH001703,9672847747,+91,Carrier_A,Maharashtra,2025-12-11,2026-08-29,Reassigned,P002400,SYNTH_TELECOM_DB
PH001704,9456569144,+91,Carrier_C,Maharashtra,2026-04-02,2026-08-29,Suspended,P000153,SYNTH_IDENTITY_DB
PH001705,9215221268,+91,Carrier_B,Maharashtra,2025-12-20,,Active,P006078,SYNTH_IDENTITY_DB
PH001706,9271223100,+91,Carrier_D,Maharashtra,2025-11-18,,Active,P000679,SYNTH_TELECOM_DB
PH001707,9818530212,+91,Carrier_B,Maharashtra,2014-02-21,,Active,P006095,SYNTH_TELECOM_DB
PH001708,9476217942,+91,Carrier_C,Maharashtra,2022-09-22,,Active,P005605,SYNTH_TELECOM_DB
PH001709,9208981666,+91,Carrier_B,Maharashtra,2013-06-02,,Active,P004424,SYNTH_CDR_DB
PH001710,9203102315,+91,Carrier_B,Maharashtra,2026-02-22,,Active,P002771,SYNTH_LEGACY_DB
PH001711,9600293794,+91,Carrier_C,Maharashtra,2011-09-20,2011-11-03,Suspended,P001209,SYNTH_TELECOM_DB
PH001712,9343336695,+91,Carrier_B,Maharashtra,2020-03-08,,Active,P003059,SYNTH_TELECOM_DB
PH001713,9392176976,+91,Carrier_D,Maharashtra,2020-07-12,,Active,P006907,SYNTH_LEGACY_DB
PH001714,9300980710,+91,Carrier_C,Maharashtra,2024-03-24,2026-08-29,Reassigned,P002842,SYNTH_TELECOM_DB
PH001715,9852246582,+91,Carrier_B,Maharashtra,2025-04-08,,Active,P004848,SYNTH_TELECOM_DB
PH001716,9525432831,+91,Carrier_B,Maharashtra,2024-08-12,,Active,P000127,SYNTH_TELECOM_DB
PH001717,9181888330,+91,Carrier_D,Maharashtra,2012-06-18,,Active,P005386,SYNTH_TELECOM_DB
PH001718,9936691486,+91,Carrier_A,Maharashtra,2013-07-01,,Active,P005881,SYNTH_CDR_DB
PH001719,9437138221,+91,Carrier_B,Maharashtra,2016-10-21,,Active,P003818,SYNTH_TELECOM_DB
PH001720,9390873055,+91,Carrier_A,Maharashtra,2022-04-03,,Active,P001410,SYNTH_IDENTITY_DB
PH001721,9187401417,+91,Carrier_D,Maharashtra,2016-01-04,2017-11-23,Inactive,P003645,SYNTH_TELECOM_DB
PH001722,9634586452,+91,Carrier_A,Maharashtra,2017-12-12,,Active,P005601,SYNTH_TELECOM_DB
PH001723,9615515873,+91,Carrier_C,Maharashtra,2010-09-30,,Active,P002223,SYNTH_IDENTITY_DB
PH001724,9501660231,+91,Carrier_C,Maharashtra,2024-09-20,,Active,P004349,SYNTH_TELECOM_DB
PH001725,9429792878,+91,Carrier_A,Maharashtra,2013-07-04,,Active,P002434,SYNTH_IDENTITY_DB
PH001726,9987394610,+91,Carrier_B,Maharashtra,2020-01-13,,Active,P001058,SYNTH_LEGACY_DB
PH001727,9836129745,+91,Carrier_D,Maharashtra,2025-03-25,,Active,P002128,SYNTH_CDR_DB
PH001728,9157888937,+91,Carrier_B,Maharashtra,2023-04-27,,Active,P002479,SYNTH_LEGACY_DB
PH001729,9948012324,+91,Carrier_C,Maharashtra,2014-05-13,,Active,P001151,SYNTH_TELECOM_DB
PH001730,9154297881,+91,Carrier_B,Maharashtra,2023-08-13,2024-04-22,Inactive,P002448,SYNTH_TELECOM_DB
PH001731,9553207740,+91,Carrier_A,Maharashtra,2025-04-17,,Active,P000801,SYNTH_TELECOM_DB
PH001732,9401558069,+91,Carrier_C,Maharashtra,2024-08-05,,Active,P006756,SYNTH_IDENTITY_DB
PH001733,9657833276,+91,Carrier_C,Maharashtra,2010-10-22,,Active,P001804,SYNTH_TELECOM_DB
PH001734,9604406724,+91,Carrier_B,Maharashtra,2015-10-04,,Active,P006300,SYNTH_TELECOM_DB
PH001735,9718158479,+91,Carrier_A,Maharashtra,2016-11-14,,Active,P001377,SYNTH_TELECOM_DB
PH001736,9148102806,+91,Carrier_A,Maharashtra,2016-04-16,2016-10-15,Reassigned,P006438,SYNTH_LEGACY_DB
PH001737,9622202792,+91,Carrier_B,Maharashtra,2013-07-18,,Active,P001516,SYNTH_TELECOM_DB
PH001738,9546632752,+91,Carrier_C,Maharashtra,2012-03-18,,Active,P004879,SYNTH_LEGACY_DB
PH001739,9685482416,+91,Carrier_A,Maharashtra,2018-03-31,,Active,P006147,SYNTH_TELECOM_DB
PH001740,9999431399,+91,Carrier_B,Maharashtra,2016-03-23,,Active,P002315,SYNTH_TELECOM_DB
PH001741,9919625921,+91,Carrier_B,Maharashtra,2020-08-19,2021-05-23,Inactive,P006309,SYNTH_TELECOM_DB
PH001742,9977603612,+91,Carrier_B,Maharashtra,2013-08-07,,Active,P005812,SYNTH_TELECOM_DB
PH001743,9630192631,+91,Carrier_D,Maharashtra,2011-06-25,,Active,P005196,SYNTH_TELECOM_DB
PH001744,9611979286,+91,Carrier_B,Maharashtra,2014-04-07,,Active,P004923,SYNTH_TELECOM_DB
PH001745,9136526663,+91,Carrier_B,Maharashtra,2023-11-01,2024-06-08,Inactive,P001022,SYNTH_TELECOM_DB
PH001746,9892824075,+91,Carrier_B,Maharashtra,2022-10-24,,Active,P002983,SYNTH_TELECOM_DB
PH001747,9277264764,+91,Carrier_B,Maharashtra,2017-09-09,,Active,P000139,SYNTH_TELECOM_DB
PH001748,9556935080,+91,Carrier_B,Maharashtra,2011-11-19,2015-01-04,Reassigned,P000213,SYNTH_TELECOM_DB
PH001749,9875148358,+91,Carrier_A,Maharashtra,2025-04-30,2025-12-16,Inactive,P006008,SYNTH_TELECOM_DB
PH001750,9775385045,+91,Carrier_B,Maharashtra,2021-03-01,,Active,P006909,SYNTH_TELECOM_DB
PH001751,9377184443,+91,Carrier_B,Maharashtra,2025-07-24,2026-08-29,Inactive,P003553,SYNTH_TELECOM_DB
PH001752,9812925782,+91,Carrier_D,Maharashtra,2013-04-01,,Active,P002991,SYNTH_LEGACY_DB
PH001753,9351366213,+91,Carrier_D,Maharashtra,2011-08-23,,Active,P004488,SYNTH_CDR_DB
PH001754,9604282420,+91,Carrier_D,Maharashtra,2019-01-23,,Active,P004108,SYNTH_CDR_DB
PH001755,9764033485,+91,Carrier_C,Maharashtra,2018-12-30,2022-09-13,Inactive,P002221,SYNTH_TELECOM_DB
PH001756,9541374304,+91,Carrier_E,Maharashtra,2014-07-26,,Active,P000234,SYNTH_CDR_DB
PH001757,9338096698,+91,Carrier_D,Maharashtra,2022-02-15,,Active,P004104,SYNTH_TELECOM_DB
PH001758,9604090871,+91,Carrier_B,Maharashtra,2017-04-01,2018-03-24,Reassigned,P001023,SYNTH_CDR_DB
PH001759,9520258259,+91,Carrier_B,Maharashtra,2026-07-20,,Active,P001295,SYNTH_IDENTITY_DB
PH001760,9437358185,+91,Carrier_A,Maharashtra,2019-04-15,2020-01-14,Suspended,P004451,SYNTH_LEGACY_DB
PH001761,9484150804,+91,Carrier_D,Maharashtra,2014-08-29,2015-11-30,Suspended,P003678,SYNTH_CDR_DB
PH001762,9860929483,+91,Carrier_A,Maharashtra,2010-09-27,2012-08-20,Inactive,P000662,SYNTH_TELECOM_DB
PH001763,9668207005,+91,Carrier_A,Maharashtra,2012-04-18,,Active,P001207,SYNTH_CDR_DB
PH001764,9738038009,+91,Carrier_D,Maharashtra,2022-05-01,,Active,P000548,SYNTH_TELECOM_DB
PH001765,9756567708,+91,Carrier_A,Maharashtra,2017-06-26,,Active,P006200,SYNTH_LEGACY_DB
PH001766,9483177086,+91,Carrier_C,Maharashtra,2024-06-04,,Active,P001308,SYNTH_TELECOM_DB
PH001767,9719857720,+91,Carrier_C,Maharashtra,2022-10-14,,Active,P003350,SYNTH_TELECOM_DB
PH001768,9681940648,+91,Carrier_A,Maharashtra,2016-10-23,,Active,P000515,SYNTH_CDR_DB
PH001769,9214986896,+91,Carrier_A,Maharashtra,2020-01-04,,Active,P002120,SYNTH_TELECOM_DB
PH001770,9914733887,+91,Carrier_B,Maharashtra,2019-10-05,,Active,P000297,SYNTH_TELECOM_DB
PH001771,9960391874,+91,Carrier_A,Maharashtra,2020-11-01,,Active,P006322,SYNTH_CDR_DB
PH001772,9108933128,+91,Carrier_A,Maharashtra,2013-08-16,,Active,P006240,SYNTH_IDENTITY_DB
PH001773,9221505059,+91,Carrier_A,Maharashtra,2022-12-16,,Active,P002621,SYNTH_TELECOM_DB
PH001774,9822580907,+91,Carrier_B,Maharashtra,2021-02-03,,Active,P003996,SYNTH_TELECOM_DB
PH001775,9607225539,+91,Carrier_A,Maharashtra,2024-01-11,,Active,P006068,SYNTH_CDR_DB
PH001776,9560416043,+91,Carrier_B,Maharashtra,2023-07-25,,Active,P005813,SYNTH_TELECOM_DB
PH001777,9144416545,+91,Carrier_B,Maharashtra,2022-06-10,,Active,P004326,SYNTH_TELECOM_DB
PH001778,9592340611,+91,Carrier_B,Maharashtra,2019-10-04,,Active,P001969,SYNTH_CDR_DB
PH001779,9238026250,+91,Carrier_B,Maharashtra,2016-04-27,,Active,P002261,SYNTH_IDENTITY_DB
PH001780,9338058810,+91,Carrier_E,Maharashtra,2021-10-30,,Active,P003805,SYNTH_IDENTITY_DB
PH001781,9484125749,+91,Carrier_B,Maharashtra,2023-01-29,,Active,P004133,SYNTH_TELECOM_DB
PH001782,9805157274,+91,Carrier_B,Maharashtra,2010-06-30,,Active,P000720,SYNTH_LEGACY_DB
PH001783,9169123186,+91,Carrier_B,Maharashtra,2012-12-07,2014-08-05,Suspended,P000600,SYNTH_TELECOM_DB
PH001784,9236927667,+91,Carrier_A,Maharashtra,2010-06-23,,Active,P002093,SYNTH_TELECOM_DB
PH001785,9116995901,+91,Carrier_C,Maharashtra,2026-08-25,,Active,P005916,SYNTH_IDENTITY_DB
PH001786,9554555496,+91,Carrier_A,Maharashtra,2014-12-28,,Active,P003409,SYNTH_TELECOM_DB
PH001787,9564351989,+91,Carrier_A,Maharashtra,2026-03-14,,Active,P001573,SYNTH_TELECOM_DB
PH001788,9194413839,+91,Carrier_C,Maharashtra,2018-11-01,2024-02-08,Inactive,P001685,SYNTH_TELECOM_DB
PH001789,9373000308,+91,Carrier_B,Maharashtra,2023-01-17,,Active,P000805,SYNTH_TELECOM_DB
PH001790,9677862786,+91,Carrier_D,Maharashtra,2013-07-13,,Active,P000828,SYNTH_LEGACY_DB
PH001791,9381069355,+91,Carrier_A,Maharashtra,2017-07-23,,Active,P002500,SYNTH_TELECOM_DB
PH001792,9526537178,+91,Carrier_A,Maharashtra,2019-02-23,,Active,P004082,SYNTH_TELECOM_DB
PH001793,9563578683,+91,Carrier_A,Maharashtra,2011-07-27,,Active,P003961,SYNTH_IDENTITY_DB
PH001794,9956165114,+91,Carrier_B,Maharashtra,2025-09-23,,Active,P002441,SYNTH_CDR_DB
PH001795,9147638889,+91,Carrier_A,Maharashtra,2013-12-19,2021-07-07,Reassigned,P002047,SYNTH_TELECOM_DB
PH001796,9342384355,+91,Carrier_D,Maharashtra,2024-05-11,2024-09-03,Inactive,P005477,SYNTH_TELECOM_DB
PH001797,9191758254,+91,Carrier_A,Maharashtra,2015-02-04,,Active,P001530,SYNTH_TELECOM_DB
PH001798,9389052806,+91,Carrier_B,Maharashtra,2012-09-22,,Active,P003719,SYNTH_TELECOM_DB
PH001799,9754593119,+91,Carrier_C,Maharashtra,2021-02-07,,Active,P001119,SYNTH_IDENTITY_DB
PH001800,9316580765,+91,Carrier_B,Maharashtra,2017-07-02,,Active,P002326,SYNTH_CDR_DB
PH001801,9270627929,+91,Carrier_A,Maharashtra,2013-06-22,,Active,P006647,SYNTH_IDENTITY_DB
PH001802,9708633936,+91,Carrier_E,Maharashtra,2021-06-03,2026-06-25,Inactive,P001126,SYNTH_TELECOM_DB
PH001803,9465920485,+91,Carrier_A,Maharashtra,2013-03-09,,Active,P003101,SYNTH_TELECOM_DB
PH001804,9661854843,+91,Carrier_A,Maharashtra,2012-05-07,,Active,P006508,SYNTH_CDR_DB
PH001805,9844075390,+91,Carrier_B,Maharashtra,2016-07-26,,Active,P001047,SYNTH_CDR_DB
PH001806,9119326449,+91,Carrier_A,Maharashtra,2015-08-09,2017-09-27,Inactive,P005121,SYNTH_TELECOM_DB
PH001807,9391181155,+91,Carrier_B,Maharashtra,2021-06-16,,Active,P004060,SYNTH_TELECOM_DB
PH001808,9788125730,+91,Carrier_C,Maharashtra,2010-10-01,,Active,P001461,SYNTH_TELECOM_DB
PH001809,9295831173,+91,Carrier_C,Maharashtra,2014-07-01,,Active,P003676,SYNTH_IDENTITY_DB
PH001810,9269159623,+91,Carrier_A,Maharashtra,2024-09-30,,Active,P003365,SYNTH_TELECOM_DB
PH001811,9517649881,+91,Carrier_B,Maharashtra,2016-04-04,,Active,P003397,SYNTH_TELECOM_DB
PH001812,9613719243,+91,Carrier_C,Maharashtra,2012-05-28,,Active,P001202,SYNTH_TELECOM_DB
PH001813,9912285142,+91,Carrier_A,Maharashtra,2018-11-04,,Active,P000214,SYNTH_TELECOM_DB
PH001814,9897078570,+91,Carrier_A,Maharashtra,2019-12-12,,Active,P002066,SYNTH_CDR_DB
PH001815,9569138982,+91,Carrier_C,Maharashtra,2010-02-01,,Active,P000576,SYNTH_LEGACY_DB
PH001816,9437062568,+91,Carrier_A,Maharashtra,2010-03-02,2014-10-02,Inactive,P001514,SYNTH_TELECOM_DB
PH001817,9915810355,+91,Carrier_A,Maharashtra,2019-09-23,,Active,P004025,SYNTH_CDR_DB
PH001818,9980533530,+91,Carrier_C,Maharashtra,2024-03-07,,Active,P003166,SYNTH_IDENTITY_DB
PH001819,9517760247,+91,Carrier_D,Maharashtra,2024-11-05,,Active,P001486,SYNTH_TELECOM_DB
PH001820,9100731566,+91,Carrier_D,Maharashtra,2015-04-16,,Active,P002194,SYNTH_TELECOM_DB
